#{"t_start": 1789725977.5855849, "env_id": "None"}
r,l,t
31.65,500,25431.860543
31.65,500,25517.032216
31.65,500,25517.985903
31.65,500,25603.566949
31.65,500,25687.329433
30.7,500,25770.495397
31.65,500,25855.471792
30.7,500,25938.321079
31.65,500,26021.998052
31.65,500,26105.636404
30.7,500,26188.065901
31.65,500,26271.808757
31.65,500,26356.861694
6.3,270,26442.799525
31.65,500,26528.359312
32.6,500,26614.000479
31.65,500,26700.097476
31.65,500,26788.383474
31.65,500,26875.394257
30.7,500,26961.959441
31.65,500,27049.477411
31.65,500,27136.171623
31.65,500,27222.076648
31.65,500,27307.786529
30.7,500,27393.810624
31.65,500,27395.012993
18.5,457,27479.559514
31.65,500,27564.653737
31.65,500,27648.656279
31.65,500,27734.509209
31.65,500,27820.494216
31.65,500,27906.371612
31.65,500,27992.765018
31.65,500,28077.396912
31.65,500,28163.662081
30.7,500,28248.738715
31.65,500,28336.462829
31.65,500,28420.827134
31.65,500,28502.603664
31.65,500,28585.381039
32.6,500,28668.570878
31.65,500,28751.93998
31.65,500,28833.861618
31.65,500,28916.235762
31.65,500,28997.48626
31.65,500,29078.647631
31.65,500,29161.123934
30.7,500,29243.277066
31.65,500,29326.348306
31.65,500,29410.223962
31.65,500,29494.130884
31.65,500,29581.701403
31.65,500,29673.874427
31.65,500,29766.260625
31.65,500,29852.249367
31.65,500,29938.571613
31.65,500,30025.042836
31.65,500,30109.471074
31.65,500,30194.494592
32.6,500,30277.905626
31.65,500,30362.517632
31.65,500,30445.53848
31.65,500,30530.346714
32.6,500,30615.740494
31.65,500,30616.623559
31.65,500,30704.924157
31.65,500,30791.4391
31.65,500,30874.303488
31.65,500,30957.35029
30.7,500,31042.074469
31.65,500,31127.925052
31.65,500,31213.435625
4.05,225,31297.987996
31.65,500,31388.854002
31.65,500,31476.995526
31.65,500,31561.986722
31.65,500,31646.587067
31.65,500,31734.179702
31.65,500,31820.158385
31.65,500,31908.117962
31.65,500,31991.612745
31.65,500,32077.141057
31.65,500,32162.462075
31.65,500,32246.520852
31.65,500,32247.529358
31.65,500,32333.437636
32.6,500,32418.65828
30.7,500,32502.519917
30.7,500,32588.730438
31.65,500,32674.392676
31.65,500,32761.817034
31.65,500,32850.658541
31.65,500,32935.488302
31.65,500,33021.323558
31.65,500,33104.552189
31.65,500,33189.047498
30.7,500,33275.118801
31.65,500,33358.770509
31.65,500,33441.898002
30.7,500,33526.106125
31.65,500,33608.850197
31.65,500,33692.822349
32.6,500,33780.03987
31.65,500,33867.77858
31.65,500,33955.251494
31.65,500,34042.914894
30.7,500,34129.931442
31.65,500,34216.966611
31.65,500,34302.159658
31.65,500,34388.82216
31.65,500,34474.555863
31.65,500,34562.270967
31.65,500,34647.017858
31.65,500,34730.716784
31.65,500,34817.193496
31.65,500,34905.423142
30.7,500,34993.292708
31.65,500,35081.150295
31.65,500,35167.867924
31.65,500,35253.285291
31.65,500,35340.75908
31.65,500,35427.032003
32.6,500,35513.247214
31.65,500,35601.157334
31.65,500,35690.670385
31.65,500,35775.908706
30.7,500,35863.679506
31.65,500,35864.608973
31.65,500,35952.26352
31.65,500,36038.749462
31.65,500,36124.101511
31.65,500,36212.625368
31.65,500,36298.315093
31.65,500,36385.366168
31.65,500,36472.107857
31.65,500,36558.104389
31.65,500,36644.390392
30.7,500,36732.579421
31.65,500,36817.574502
31.65,500,36902.953484
31.65,500,36990.025646
31.65,500,37075.464556
31.65,500,37159.767978
31.65,500,37246.624082
32.6,500,37333.282341
31.65,500,37420.553129
31.65,500,37506.919551
30.7,500,37593.976021
31.65,500,37680.446983
-7.2,57,37680.567982
31.65,500,37765.863582
31.65,500,37851.608043
31.65,500,37937.38192
31.65,500,38024.610641
31.65,500,38110.462187
31.65,500,38195.996376
30.7,500,38282.823003
32.6,500,38370.680138
31.65,500,38456.137405
31.65,500,38543.332296
30.7,500,38629.37491
31.65,500,38715.355291
31.65,500,38802.144371
30.7,500,38889.376005
31.65,500,38974.64716
31.65,500,39060.996886
30.7,500,39147.651107
31.65,500,39233.642802
31.65,500,39320.098549
31.65,500,39406.760934
31.65,500,39493.542484
30.7,500,39579.696053
30.7,500,39664.604276
31.65,500,39750.387524
31.65,500,39837.097806
31.65,500,39838.124178
31.65,500,39923.923476
31.65,500,40010.152827
31.65,500,40096.331291
31.65,500,40179.557653
31.65,500,40265.33264
31.65,500,40351.517319
31.65,500,40437.916504
32.6,500,40523.441034
31.65,500,40610.911329
31.65,500,40698.069938
31.65,500,40782.995245
30.7,500,40868.416029
31.65,500,40954.593235
31.65,500,41038.951311
