#{"t_start": 1789725977.719453, "env_id": "None"}
r,l,t
31.65,500,26241.423469
31.65,500,26326.06394
31.65,500,26411.530225
30.7,500,26497.826608
31.65,500,26583.584589
31.65,500,26668.765957
31.65,500,26755.635156
31.65,500,26842.336181
31.65,500,26928.807497
31.65,500,27013.42913
31.65,500,27098.239975
31.65,500,27099.349243
30.7,500,27184.916295
31.65,500,27269.998636
31.65,500,27355.230071
30.7,500,27441.117952
31.65,500,27525.819322
31.65,500,27612.027661
31.65,500,27697.854747
12.5,356,27783.99587
31.65,500,27870.850934
-6.55,70,27870.994041
31.65,500,27957.355035
31.65,500,28041.157859
32.6,500,28127.359588
31.65,500,28212.962843
32.6,500,28301.48989
31.65,500,28387.889946
31.65,500,28469.590475
31.65,500,28551.408022
32.6,500,28633.957403
31.65,500,28715.904882
32.6,500,28797.808044
31.65,500,28880.373712
31.65,500,28962.999977
31.65,500,29044.439656
31.65,500,29127.659408
30.7,500,29210.990433
31.65,500,29293.53123
31.65,500,29376.960513
31.65,500,29459.699312
31.65,500,29544.777687
31.65,500,29635.623916
30.7,500,29728.819852
31.65,500,29815.221843
31.65,500,29901.414541
31.65,500,29986.910622
31.65,500,30072.481818
31.65,500,30157.493967
31.65,500,30158.4882
31.65,500,30242.689713
31.65,500,30326.510909
32.6,500,30409.256598
31.65,500,30494.066555
31.65,500,30577.237492
31.65,500,30663.398558
31.65,500,30752.736726
31.65,500,30835.237186
31.65,500,30917.493685
31.65,500,30999.821437
30.7,500,31084.314757
31.65,500,31169.795545
30.7,500,31256.619604
31.65,500,31342.203659
30.7,500,31433.745938
31.65,500,31519.954682
31.65,500,31603.183408
31.65,500,31690.274011
-7.05,60,31690.390753
31.65,500,31777.002732
32.6,500,31860.893687
30.7,500,31947.036875
31.65,500,32032.080645
31.65,500,32116.155192
31.65,500,32200.763306
31.65,500,32285.463564
32.6,500,32368.82237
31.65,500,32454.052867
31.65,500,32536.059792
30.7,500,32619.676144
31.65,500,32703.86166
30.7,500,32792.258233
31.65,500,32880.560765
31.65,500,32965.95616
31.65,500,33049.011827
31.65,500,33133.651954
30.7,500,33219.181068
31.65,500,33302.845734
31.65,500,33387.217189
30.7,500,33470.326638
31.65,500,33554.558035
31.65,500,33638.633821
31.65,500,33722.743883
31.65,500,33808.449811
32.6,500,33894.634449
31.65,500,33981.227982
-7.0,61,33981.433374
31.65,500,34070.799538
31.65,500,34157.779882
31.65,500,34244.707299
31.65,500,34328.671983
31.65,500,34415.998083
31.65,500,34502.953274
31.65,500,34589.592024
32.6,500,34590.670579
31.65,500,34676.252481
31.65,500,34762.305484
30.7,500,34849.938649
31.65,500,34937.649162
30.7,500,35024.555546
31.65,500,35111.251945
31.65,500,35198.653949
32.6,500,35284.08777
30.7,500,35369.107154
32.6,500,35454.126683
31.65,500,35542.160159
32.6,500,35630.402731
31.65,500,35719.276853
30.7,500,35805.929575
-7.15,58,35806.036512
31.65,500,35893.27915
31.65,500,35980.574266
31.65,500,36066.958108
31.65,500,36153.073115
31.65,500,36238.964546
32.6,500,36324.557796
31.65,500,36410.897573
31.65,500,36496.771632
31.65,500,36583.49877
31.65,500,36669.918847
31.65,500,36756.125942
31.65,500,36841.382945
31.65,500,36928.025352
31.65,500,37014.281182
31.65,500,37099.712192
31.65,500,37185.123578
-6.25,76,37185.234511
31.65,500,37270.241876
32.6,500,37355.601722
30.7,500,37443.041655
31.65,500,37527.610738
31.65,500,37613.789039
31.65,500,37699.333944
30.7,500,37785.746281
30.7,500,37872.567475
31.65,500,37958.066735
31.65,500,38044.200148
31.65,500,38129.908571
31.65,500,38216.051808
31.65,500,38300.157115
31.65,500,38385.620839
-6.95,62,38385.778235
31.65,500,38471.93162
31.65,500,38556.670833
31.65,500,38642.7378
31.65,500,38728.060183
31.65,500,38814.060979
32.6,500,38899.228147
32.6,500,38984.369431
31.65,500,39071.020542
31.65,500,39158.826122
-7.0,61,39158.990637
31.65,500,39242.799328
31.65,500,39330.246887
31.65,500,39414.861834
31.65,500,39502.429246
31.65,500,39588.71495
31.65,500,39674.388376
31.65,500,39762.201927
31.65,500,39845.630098
31.65,500,39931.500856
31.65,500,40016.232511
31.65,500,40017.282537
30.7,500,40101.798475
31.65,500,40188.769322
31.65,500,40273.258929
31.65,500,40359.639766
31.65,500,40446.381375
32.6,500,40532.839329
30.7,500,40618.196836
31.65,500,40704.250095
31.65,500,40789.797981
31.65,500,40876.737196
31.65,500,40964.321135
