#{"t_start": 1789725977.5748188, "env_id": "None"}
r,l,t
-1.2,158,18677.030848
-1.8,146,18677.40632
-1.55,151,18759.780874
-1.4,154,18760.118449
-3.25,117,18760.556094
-1.75,147,18842.89263
0.3,169,18843.358809
-1.15,159,18843.840562
-2.8,126,18844.102355
-2.15,139,18926.689592
-1.05,161,18927.014584
-3.6,110,18927.261849
-1.85,145,19012.256304
-2.6,130,19012.688703
1.75,198,19013.145036
-3.65,109,19013.61338
-5.8,85,19095.352408
1.85,200,19095.864081
-3.25,117,19096.139904
-3.1,120,19096.512105
-2.9,124,19179.253427
1.75,198,19179.698342
3.15,226,19180.267453
4.05,244,19262.426997
-1.85,145,19262.819962
-2.65,129,19345.045296
2.2,207,19345.646367
0.5,173,19346.001251
-1.45,153,19428.069095
2.05,204,19428.660594
-1.65,149,19428.952642
-1.7,148,19511.282039
-2.45,133,19511.756941
1.35,190,19512.233818
-3.45,113,19512.413521
-1.95,143,19593.832915
-2.5,132,19594.079673
-2.2,138,19594.33002
-2.3,136,19594.620738
1.5,193,19675.975178
-7.35,54,19676.136654
-1.3,156,19676.535048
-2.55,131,19676.969669
-2.55,131,19762.980183
0.9,181,19763.54693
-3.4,114,19763.780101
-2.3,136,19848.382325
-0.8,166,19848.862821
-1.3,156,19849.184918
-2.55,131,19849.613612
1.3,189,19934.214022
-2.85,125,19934.518217
-2.85,125,19934.781891
-2.5,132,20019.798172
-1.4,154,20020.372362
-1.45,153,20020.758002
-3.35,115,20021.02513
1.5,193,20107.783825
-2.35,135,20108.113364
-2.5,132,20108.412645
-3.3,116,20196.060873
-2.95,123,20196.485893
-2.15,139,20196.839074
-2.95,123,20197.135809
1.4,191,20283.759188
-1.85,145,20284.245768
-1.05,161,20284.630295
-2.8,126,20368.834019
1.45,192,20369.435991
-1.7,148,20369.741255
-3.15,119,20369.951959
-1.5,152,20455.350939
-2.15,139,20455.734922
2.25,208,20456.321765
5.5,254,20541.889231
3.35,230,20542.440533
1.15,186,20629.953497
-1.85,145,20630.494713
-3.35,115,20631.026961
1.75,198,20718.514815
-2.9,124,20718.795214
-1.8,146,20719.223712
-2.3,136,20719.590419
-1.95,143,20805.176589
-1.9,144,20805.680976
1.95,202,20806.114936
2.75,218,20890.477205
-2.35,135,20890.81914
-0.8,166,20891.118905
-3.0,122,20975.228797
-2.5,132,20975.633145
2.15,206,20976.150934
-6.7,67,20976.335453
-3.1,120,21058.327854
2.9,221,21058.979946
-3.3,116,21059.33974
-1.25,157,21142.4837
-2.65,129,21142.764374
-3.05,121,21143.074835
-1.65,149,21143.476182
-0.85,165,21226.259607
-1.75,147,21226.594933
-3.2,118,21226.818419
-3.4,114,21227.254214
-2.6,130,21311.898635
-1.3,156,21312.220253
-2.8,126,21312.564818
-2.8,126,21312.941942
6.5,274,21399.531573
-1.05,161,21399.972315
-2.7,128,21485.935668
-2.15,139,21486.374485
-2.2,138,21486.662484
-2.25,137,21487.167777
-1.1,160,21573.279809
-1.95,143,21573.579019
0.35,170,21573.914008
-2.25,137,21656.147728
3.4,231,21656.663056
-1.7,148,21656.951082
2.0,203,21740.807513
-1.9,144,21741.10787
-1.8,146,21741.406092
-2.25,137,21823.605953
-1.75,147,21823.963226
-1.65,149,21824.380463
-3.35,115,21824.623443
-1.95,143,21907.461276
-3.5,112,21907.816841
0.65,176,21908.225974
2.45,212,21991.090157
3.55,234,21991.571452
-2.3,136,21991.88918
2.1,205,22074.924285
-1.5,152,22075.345427
-3.55,111,22075.548302
-2.55,131,22076.050129
-3.05,121,22160.26596
-3.3,116,22160.47444
0.9,181,22160.859683
2.5,213,22245.493792
-3.2,118,22245.739088
-2.6,130,22245.97116
-1.85,145,22246.242976
1.6,195,22329.543229
-0.75,167,22330.101614
3.15,226,22413.55083
-1.8,146,22413.926539
1.8,199,22414.393931
-2.0,142,22497.794317
-2.8,126,22498.200673
-3.3,116,22498.4641
1.2,187,22498.821252
-2.9,124,22582.1829
2.3,209,22582.580904
-1.85,145,22582.815732
-3.45,113,22666.675861
-1.6,150,22667.139871
-2.75,127,22667.408527
-2.4,134,22667.647896
-1.9,144,22751.750192
1.55,194,22752.38725
1.25,188,22752.890561
2.7,217,22837.886383
-3.75,107,22838.191588
2.15,206,22838.829875
-7.35,54,22922.151026
2.1,205,22922.794869
-2.7,128,22923.109019
-1.65,149,22923.454236
2.4,211,23008.187123
-7.15,58,23008.324551
1.2,187,23008.878856
-2.05,141,23094.11228
1.55,194,23094.533891
-3.25,117,23094.765069
1.05,184,23177.895184
2.6,215,23178.432751
2.7,217,23178.992647
-1.9,144,23261.53072
-3.35,115,23261.833122
2.05,204,23262.266237
-2.6,130,23346.133973
1.15,186,23346.6178
2.15,206,23347.044694
1.25,188,23431.888993
-1.85,145,23432.359467
7.4,292,23516.448491
1.35,190,23516.796597
2.1,205,23517.299699
-7.05,60,23517.409251
-1.9,144,23600.181155
2.85,220,23600.754225
-2.0,142,23601.196518
6.35,271,23684.905598
-2.2,138,23685.156889
6.7,278,23770.252495
1.75,198,23770.944215
-2.15,139,23771.337138
-6.6,69,23854.240736
7.7,298,23854.981528
2.5,213,23939.795819
1.45,192,23940.422492
-1.7,148,23940.687008
-1.95,143,24024.708803
7.0,284,24025.468732
2.7,217,24109.441461
-2.1,140,24109.845759
2.0,203,24110.397224
-0.8,166,24194.665372
0.25,168,24195.210196
0.95,182,24195.692382
6.95,283,24282.4355
3.3,229,24283.11659
1.15,186,24369.715089
6.5,274,24370.331727
-3.55,111,24370.577674
-7.25,56,24370.736221
11.1,347,24453.782191
-6.3,75,24453.98894
2.55,214,24537.703505
1.7,197,24538.12019
1.35,190,24538.518475
-7.35,54,24623.287031
2.8,219,24623.936865
-6.2,77,24624.11439
5.95,263,24707.936015
2.55,214,24708.445053
0.8,179,24709.010022
3.0,223,24793.947002
4.05,244,24794.524946
2.7,217,24878.092873
1.05,184,24878.453778
2.3,209,24961.66513
0.9,181,24962.096989
2.5,213,24962.672201
0.95,182,25045.574728
-2.6,130,25046.071856
-2.9,124,25046.40983
2.35,210,25131.142047
-2.8,126,25131.615113
-2.85,125,25131.914485
-3.15,119,25132.150883
-3.0,122,25215.685646
-2.1,140,25216.098368
-2.35,135,25216.517572
2.95,222,25216.993892
-2.35,135,25300.480437
1.7,197,25301.104875
1.8,199,25384.766427
-3.7,108,25384.992159
1.55,194,25385.593491
-1.9,144,25385.888014
-3.15,119,25467.938086
-2.05,141,25468.381616
6.4,272,25469.279487
-1.35,155,25554.079458
7.65,297,25554.820211
0.7,177,25637.553627
-5.85,84,25637.786758
2.9,221,25638.304749
-6.6,69,25638.439777
1.65,196,25722.287192
6.25,269,25722.94592
-6.3,75,25723.09335
-1.45,153,25806.943409
3.4,231,25807.483127
-1.7,148,25808.061019
2.55,214,25890.503685
0.95,182,25890.966341
1.75,198,25974.287716
0.65,176,25974.733262
-2.55,131,25975.108124
1.25,188,26059.387057
1.9,201,26059.859514
-1.7,148,26060.207556
2.45,212,26142.805787
1.85,200,26143.424756
2.5,213,26227.795505
1.25,188,26228.392912
1.0,183,26228.996894
-7.3,55,26229.129646
0.8,179,26313.744514
-0.4,174,26314.237417
3.05,224,26314.729706
3.1,225,26400.989071
3.25,228,26401.646779
5.75,259,26488.5686
-2.8,126,26488.805558
2.15,206,26489.541781
2.35,210,26575.568846
2.05,204,26576.051738
2.8,219,26662.224298
7.0,284,26663.136067
2.55,214,26749.789047
1.5,193,26750.48802
4.35,231,26837.097323
1.05,184,26837.745866
-0.85,165,26838.084235
1.35,190,26924.207713
6.5,274,26924.870278
1.15,186,26925.395754
3.55,234,27012.296763
3.7,237,27013.010209
-3.2,118,27099.330816
-7.4,53,27099.503944
6.85,281,27100.225709
2.9,221,27186.671009
1.45,192,27187.158692
0.4,171,27187.736033
1.25,188,27272.83209
5.5,254,27273.334936
4.65,237,27358.981046
-3.1,120,27359.336855
6.3,270,27444.5025
-7.35,54,27444.730552
2.15,206,27445.312036
5.65,257,27531.380602
1.65,196,27532.086513
6.1,266,27532.819656
0.85,180,27619.335343
1.55,194,27620.019449
-7.4,53,27620.192035
5.9,262,27705.209177
-2.6,130,27705.608411
8.85,321,27791.481748
-0.7,168,27792.155662
2.6,215,27792.67154
6.95,283,27875.593663
0.75,178,27876.259144
10.15,328,27963.724173
-7.15,58,27963.887516
6.85,281,28050.24818
7.55,295,28050.836505
3.4,231,28136.721768
2.2,207,28137.145807
-2.55,131,28137.49535
2.35,210,28223.469747
9.0,305,28224.135852
4.85,241,28311.520108
3.0,223,28312.420607
1.5,193,28396.730241
0.9,181,28397.283859
0.6,175,28397.635611
0.85,180,28479.849632
11.5,355,28480.689112
-2.95,123,28561.877285
1.6,195,28562.205164
-2.4,134,28562.570359
6.05,265,28643.688434
-6.4,73,28643.81457
2.6,215,28644.342644
5.3,250,28725.642121
3.85,221,28726.072383
2.3,209,28808.849403
2.4,211,28809.555819
-3.2,118,28809.783038
0.95,182,28892.646278
1.55,194,28893.137747
1.35,190,28893.746621
0.5,173,28975.232864
9.05,306,28975.808556
-1.15,159,29057.570439
-2.6,130,29057.96119
1.55,194,29058.336128
-6.35,74,29058.4635
1.6,195,29141.445152
2.0,203,29141.783604
0.05,164,29142.160544
1.75,198,29223.887941
0.4,171,29224.166608
-2.2,138,29224.555143
2.1,205,29306.234705
5.75,259,29306.744784
1.65,196,29389.464726
-6.7,67,29389.609279
1.6,195,29389.958124
1.1,185,29473.131604
0.35,170,29473.714315
3.05,224,29474.188482
-2.45,133,29559.473018
-2.95,123,29559.795698
4.1,245,29560.563644
0.8,179,29652.564899
1.9,201,29653.079242
2.25,208,29744.510005
0.9,181,29745.019388
2.65,216,29745.481745
2.85,220,29832.280553
1.25,188,29832.695249
1.85,200,29833.341285
-2.05,141,29918.303061
3.75,238,29918.705093
-2.1,140,30004.982242
2.05,204,30005.570532
2.8,219,30006.054967
4.55,254,30088.99814
-3.4,114,30089.299365
-3.1,120,30089.616421
2.5,213,30173.699741
-1.9,144,30174.13738
0.8,179,30174.564835
1.85,200,30257.342356
1.75,198,30257.770002
-2.95,123,30258.029994
1.65,196,30341.223973
-2.0,142,30341.460903
-2.95,123,30341.651009
-1.65,149,30424.421383
-1.9,144,30424.853622
3.45,232,30425.641994
-0.9,164,30508.451788
2.15,206,30509.129545
-1.3,156,30509.465395
-2.25,137,30591.58324
-1.1,160,30591.886132
-1.45,153,30592.188753
-2.65,129,30592.446292
-3.25,117,30679.522864
0.75,178,30679.972462
-3.3,116,30680.264598
-2.5,132,30680.726452
2.15,206,30768.687159
1.25,188,30769.129225
-2.75,127,30851.904547
0.3,169,30852.326574
-2.8,126,30852.623533
-6.1,79,30852.818839
-1.85,145,30935.814355
1.85,200,30936.364819
-1.95,143,30936.83227
-2.3,136,30937.112776
2.05,204,31022.186672
-7.0,61,31022.383032
1.35,190,31022.946764
-2.7,128,31106.755428
-2.35,135,31107.110441
-2.0,142,31107.470378
-2.75,127,31107.734875
-1.75,147,31191.660278
-3.05,121,31192.031445
-3.65,109,31192.293227
1.1,185,31193.046202
0.6,175,31276.917833
2.4,211,31277.325838
2.05,204,31364.798707
-2.7,128,31365.138745
2.4,211,31365.983697
-2.8,126,31455.885965
-2.25,137,31456.18346
-3.5,112,31456.490649
-2.6,130,31456.727875
-1.6,150,31541.007027
0.65,176,31541.441833
2.4,211,31542.018599
-2.25,137,31625.578368
1.9,201,31626.108913
-1.9,144,31626.441616
-3.65,109,31626.706211
2.7,217,31714.492578
-3.15,119,31714.830835
1.55,194,31800.513847
2.55,214,31801.207983
1.4,191,31801.555142
-1.65,149,31887.40344
1.65,196,31887.858966
2.6,215,31888.431865
-1.55,151,31971.857797
3.05,224,31972.250247
1.9,201,32056.349411
0.7,177,32056.840588
1.45,192,32057.308311
4.4,251,32142.641611
-7.2,57,32142.78184
2.55,214,32143.216295
2.05,204,32228.027784
1.3,189,32228.362954
6.25,269,32311.787276
3.4,231,32312.507728
2.1,205,32312.973745
6.05,265,32399.014862
0.4,171,32399.336388
2.95,222,32483.904805
5.65,257,32484.472364
-7.05,60,32484.685901
6.25,269,32569.342553
4.5,234,32570.053323
5.3,250,32654.545553
1.2,187,32655.027181
1.5,193,32741.237346
8.2,289,32742.100846
2.0,203,32829.361763
4.35,250,32830.312093
-7.25,56,32830.523211
2.9,221,32916.85436
5.25,249,32917.630725
5.4,252,33001.683669
3.35,230,33002.30467
-1.6,150,33002.761603
5.8,260,33088.007717
1.35,190,33088.399714
-2.65,129,33088.649358
9.4,313,33172.024061
1.95,202,33172.402537
1.2,187,33256.302398
0.95,182,33256.798924
0.05,164,33257.341616
1.5,193,33340.94013
7.5,294,33341.703187
1.1,185,33423.287826
0.6,175,33423.768614
3.3,229,33507.501599
2.25,208,33508.103029
2.55,214,33508.734781
-1.05,161,33591.845154
3.45,232,33592.314504
1.2,187,33592.816735
5.95,263,33676.885115
13.35,392,33764.198218
1.65,196,33764.776219
5.95,263,33850.55263
2.55,214,33851.3495
3.1,225,33936.557434
-3.35,115,33936.936005
-6.5,71,33937.077795
2.85,220,33937.600614
-6.65,68,33937.846733
6.55,275,34022.786052
-6.35,74,34023.109481
-6.9,63,34023.37935
-6.25,76,34023.627065
5.6,256,34109.39782
6.95,283,34110.055615
3.85,240,34195.566504
2.25,208,34196.151451
1.3,189,34282.576294
1.75,198,34283.103065
4.8,240,34371.729601
6.9,282,34372.512654
3.9,241,34458.925481
2.8,219,34459.652232
-2.8,126,34459.993891
5.85,261,34545.203651
-7.2,57,34545.360649
11.75,360,34630.986152
-7.1,59,34631.165539
11.45,354,34632.169282
-1.7,148,34716.972878
2.1,205,34717.713639
1.35,190,34718.388533
1.9,201,34805.176665
-2.2,138,34805.504116
5.35,251,34894.47294
-3.2,118,34894.965099
-2.5,132,34895.306201
0.15,166,34895.70781
1.85,200,34981.999307
-5.9,83,34982.226115
2.3,209,34982.605358
2.4,211,35068.619945
8.45,313,35069.311689
-7.35,54,35069.535282
6.45,273,35155.233308
-3.5,112,35155.462456
-7.3,55,35155.677967
6.95,283,35241.594223
2.2,207,35242.02216
7.25,289,35328.712803
-3.0,122,35328.932848
-2.2,138,35329.372896
1.2,187,35415.1392
6.65,277,35415.777836
5.5,254,35502.61422
1.15,186,35503.126922
1.6,195,35590.806848
1.35,190,35591.408044
1.75,198,35591.962505
5.55,255,35681.179573
1.35,190,35681.552423
0.4,171,35682.179446
-6.8,65,35768.772542
1.1,185,35769.317386
2.3,209,35769.955813
2.6,215,35855.791624
2.65,216,35856.448516
3.35,230,35944.641824
1.2,187,35945.157601
1.9,201,35945.934348
-0.85,165,36032.99051
-2.55,131,36033.2488
-1.5,152,36033.643814
-1.95,143,36119.644546
-1.75,147,36120.130786
-2.35,135,36120.45764
1.7,197,36208.306362
-1.45,153,36208.724855
-2.95,123,36208.931566
3.9,241,36295.183051
-2.8,126,36295.663967
-2.15,139,36295.923916
-2.9,124,36296.19093
-3.6,110,36380.953933
1.45,192,36381.515522
1.6,195,36382.101295
-2.45,133,36467.952063
4.45,233,36468.80817
1.6,195,36469.241344
7.4,292,36556.018828
3.95,242,36556.686747
2.25,208,36641.998712
0.7,177,36642.419762
-2.1,140,36642.729208
0.5,173,36727.874045
-2.9,124,36728.091486
-3.35,115,36728.294751
1.75,198,36813.471611
1.55,194,36814.178195
1.15,186,36814.58082
4.2,228,36900.753429
2.6,215,36901.376027
-3.15,119,36901.688275
3.1,225,36988.790075
3.15,226,36989.29499
1.85,200,37074.021709
-2.75,127,37074.341727
0.95,182,37074.679651
-1.1,160,37160.439065
1.05,184,37160.871394
5.3,250,37161.511646
-1.7,148,37246.739309
-3.3,116,37247.041789
3.25,228,37247.746168
2.7,217,37333.541046
1.2,187,37334.092319
1.3,189,37419.111149
-2.5,132,37419.388939
-1.9,144,37419.665371
-3.0,122,37419.883274
-2.0,142,37505.615353
3.5,233,37506.234784
1.15,186,37506.737118
-2.85,125,37593.154366
-3.4,114,37593.521701
1.2,187,37593.969197
2.9,221,37679.340531
1.1,185,37679.766964
1.15,186,37680.244796
1.35,190,37765.971632
-1.9,144,37766.519711
-2.45,133,37766.914229
-2.05,141,37852.534544
1.5,193,37852.987704
2.1,205,37853.697352
1.35,190,37937.603725
1.85,200,37938.03587
-1.4,154,38024.295553
1.85,200,38024.81174
-3.4,114,38025.050431
0.75,178,38025.607983
1.3,189,38111.909416
2.5,213,38112.39142
-2.9,124,38112.625582
2.05,204,38199.136369
2.2,207,38199.579967
1.65,196,38285.763533
1.85,200,38286.22876
1.35,190,38286.552626
5.4,252,38373.018272
2.15,206,38373.51323
5.95,263,38459.296649
10.0,325,38460.174793
4.25,248,38544.667811
-7.05,60,38544.81143
-6.85,64,38544.91155
4.75,239,38630.341715
0.95,182,38630.765514
5.95,263,38716.660606
10.55,336,38717.270865
-6.15,78,38717.555633
7.8,300,38802.688323
2.3,209,38803.464073
2.7,217,38890.756051
5.6,256,38891.534238
2.95,222,38977.236555
4.55,235,38977.959269
0.25,168,38978.516622
3.75,238,39065.115419
2.65,216,39065.813229
2.3,209,39150.588953
2.8,219,39151.20577
2.7,217,39237.872463
2.95,222,39238.351945
2.55,214,39238.856416
2.0,203,39322.812856
1.2,187,39323.174998
5.2,248,39409.351832
3.5,233,39409.880031
6.8,280,39496.977108
2.55,214,39497.48838
-7.35,54,39497.617396
6.0,264,39584.722734
2.95,222,39585.163896
1.75,198,39669.872587
2.55,214,39670.56017
2.4,211,39671.016187
1.7,197,39756.138529
1.55,194,39756.522667
4.8,240,39842.040631
2.85,220,39842.500806
2.3,209,39843.040722
6.1,266,39928.130947
-3.05,121,39928.437099
-7.3,55,39928.527725
2.25,208,40014.56409
2.65,216,40015.166695
-3.5,112,40015.417422
0.7,177,40101.690902
2.2,207,40102.328276
1.2,187,40188.294297
10.2,329,40189.22164
0.8,179,40275.639828
1.5,193,40276.189521
-7.25,56,40276.284211
1.0,183,40276.728057
0.7,177,40360.42408
1.5,193,40360.815273
0.55,174,40361.268662
1.1,185,40447.197272
2.15,206,40447.917742
1.35,190,40535.568456
7.05,285,40536.399925
1.0,183,40536.947637
-2.3,136,40622.093344
1.7,197,40622.506788
2.7,217,40706.946948
1.5,193,40707.493254
2.1,205,40708.015811
1.8,199,40794.93068
6.4,272,40795.744268
1.85,200,40881.367032
5.25,249,40882.129783
5.95,263,40967.201603
8.15,307,40967.902362
-1.8,146,41052.473073
0.65,176,41052.825181
0.9,181,41053.112002
1.9,201,41120.628108
5.95,263,41120.999057
0.8,179,41121.272576
