#{"t_start": 1789919800.896191, "env_id": "None"}
r,l,t
31.65,500,2540.664854
30.7,500,2570.796911
31.65,500,2600.983807
30.7,500,2631.233618
30.7,500,2632.158269
31.65,500,2662.254894
31.65,500,2692.503749
32.6,500,2722.759654
31.65,500,2753.146976
31.65,500,2783.271694
31.65,500,2813.418694
31.65,500,2843.50927
-6.5,71,2843.640503
31.65,500,2873.793489
31.65,500,2903.992344
31.65,500,2934.228487
30.7,500,2964.546131
31.65,500,2994.855158
31.65,500,3025.387222
31.65,500,3055.561126
32.6,500,3085.653088
32.6,500,3115.819052
30.7,500,3146.061806
30.7,500,3176.359012
10.15,328,3206.243814
31.65,500,3236.358964
30.7,500,3266.516418
30.7,500,3296.684295
31.65,500,3326.761159
31.65,500,3356.946867
31.65,500,3387.286242
30.7,500,3417.447734
31.65,500,3447.639404
31.65,500,3477.755106
31.65,500,3507.939453
31.65,500,3538.071401
31.65,500,3568.231809
32.6,500,3598.697185
-7.15,58,3598.805907
31.65,500,3629.15934
31.65,500,3659.275198
31.65,500,3689.466133
31.65,500,3719.699942
31.65,500,3749.929478
31.65,500,3780.156827
31.65,500,3810.38122
31.65,500,3811.321636
31.65,500,3841.646016
30.7,500,3871.922653
31.65,500,3902.115822
31.65,500,3932.271855
31.65,500,3962.432298
31.65,500,3992.695917
31.65,500,4022.785201
31.65,500,4052.864042
31.65,500,4082.959358
30.7,500,4113.102778
31.65,500,4143.212205
31.65,500,4173.307548
31.65,500,4203.421591
31.65,500,4233.461303
32.6,500,4263.527086
31.65,500,4293.693774
31.65,500,4323.860171
31.65,500,4354.059514
31.65,500,4384.140675
31.65,500,4414.268739
31.65,500,4444.42439
31.65,500,4474.587143
31.65,500,4504.827369
30.7,500,4535.175488
31.65,500,4565.427321
30.7,500,4595.597579
31.65,500,4625.713746
31.65,500,4655.886185
31.65,500,4685.975595
31.65,500,4716.110394
30.7,500,4746.388628
14.95,405,4776.620868
31.65,500,4806.810916
31.65,500,4807.744231
31.65,500,4837.825272
30.7,500,4867.98905
31.65,500,4898.151858
31.65,500,4928.366254
31.65,500,4958.602818
31.65,500,4988.644909
31.65,500,5018.745441
31.65,500,5049.04284
31.65,500,5079.219079
31.65,500,5109.267226
30.7,500,5139.425694
31.65,500,5169.523437
32.6,500,5199.656883
31.65,500,5229.807686
31.65,500,5259.928984
31.65,500,5290.022899
31.65,500,5320.179283
14.95,405,5350.201418
31.65,500,5380.414198
31.65,500,5410.804506
21.6,500,5441.118644
6.6,276,5441.628821
31.65,500,5471.846493
20.55,479,5501.948707
31.65,500,5532.036561
31.65,500,5562.150449
32.6,500,5592.236171
-1.8,146,5592.503587
31.65,500,5622.705934
31.65,500,5652.905808
31.65,500,5683.474744
31.65,500,5713.90203
31.65,500,5744.111971
31.65,500,5774.212206
30.7,500,5804.380655
30.7,500,5834.544474
31.65,500,5864.636084
31.65,500,5894.912076
31.65,500,5925.385345
31.65,500,5955.649265
31.65,500,5985.844909
31.65,500,6015.992715
31.65,500,6046.370524
30.7,500,6076.487224
32.6,500,6106.65174
31.65,500,6136.770781
31.65,500,6166.931916
32.6,500,6197.128984
31.65,500,6227.332707
31.65,500,6257.604321
31.65,500,6287.900042
31.65,500,6318.156224
31.65,500,6348.405586
31.65,500,6378.578968
31.65,500,6408.802153
31.65,500,6439.117783
31.65,500,6469.205335
30.7,500,6499.320646
31.65,500,6529.492505
32.6,500,6559.689902
31.65,500,6589.902177
31.65,500,6620.038933
31.65,500,6650.241509
31.65,500,6680.440889
31.65,500,6710.542419
31.65,500,6740.661822
32.6,500,6770.878503
32.6,500,6801.079189
31.65,500,6831.393184
30.7,500,6832.326792
31.65,500,6862.55649
30.7,500,6892.841683
32.6,500,6922.974154
30.7,500,6953.186013
31.65,500,6983.351442
31.65,500,7013.49214
30.7,500,7043.622947
31.65,500,7073.804991
31.65,500,7104.068779
31.65,500,7134.366314
31.65,500,7164.612938
30.7,500,7194.783472
31.65,500,7224.914743
31.65,500,7255.090096
31.65,500,7285.241508
31.65,500,7315.526859
31.65,500,7345.721296
32.6,500,7375.897043
31.65,500,7406.044037
30.7,500,7436.251904
31.65,500,7466.470515
31.65,500,7496.678955
31.65,500,7526.947997
31.65,500,7556.98113
31.65,500,7587.156228
31.65,500,7617.312549
31.65,500,7647.453248
31.65,500,7677.560692
31.65,500,7707.738571
30.7,500,7737.923471
30.7,500,7768.057278
31.65,500,7798.160993
30.7,500,7828.270322
31.65,500,7858.48675
31.65,500,7888.686715
30.7,500,7918.926577
31.65,500,7949.198094
31.65,500,7979.338451
30.7,500,8009.51627
31.65,500,8039.743336
31.65,500,8069.885189
31.65,500,8100.017156
31.65,500,8100.937293
31.65,500,8131.10929
16.1,428,8161.119809
31.65,500,8191.318414
32.6,500,8221.557362
31.65,500,8251.696242
32.6,500,8281.840439
31.65,500,8312.120264
31.65,500,8342.262634
31.65,500,8372.487211
31.65,500,8402.642048
31.65,500,8432.785018
31.65,500,8462.93217
31.65,500,8493.292426
31.65,500,8523.490873
31.65,500,8553.611442
31.65,500,8583.773283
32.6,500,8613.979705
31.65,500,8644.227734
31.65,500,8674.519278
31.65,500,8704.663411
31.65,500,8734.804903
32.6,500,8764.896525
31.65,500,8795.095644
31.65,500,8825.204391
