#{"t_start": 1789725977.6774988, "env_id": "None"}
r,l,t
16.85,424,20374.560694
6.4,272,20375.35634
30.7,500,20461.867673
-5.9,83,20462.118752
19.55,478,20548.788922
6.75,279,20638.149079
31.65,500,20728.293772
-3.35,115,20728.549756
-1.65,149,20728.828405
-6.25,76,20728.953001
2.2,207,20815.501852
30.7,500,20900.06141
31.65,500,20984.222168
1.8,199,20984.850159
31.65,500,21067.708572
4.65,237,21152.443394
-7.4,53,21152.628033
32.6,500,21237.306721
31.65,500,21320.955973
31.65,500,21408.513056
31.65,500,21495.365775
31.65,500,21581.460618
31.65,500,21663.379746
16.5,436,21664.371179
-2.35,135,21745.739101
14.8,402,21746.588828
32.6,500,21829.919542
7.15,287,21913.405716
30.7,500,21997.26301
32.6,500,22080.142772
31.65,500,22164.868619
31.65,500,22249.028321
30.7,500,22333.155402
31.65,500,22418.55369
-6.45,72,22418.695438
30.7,500,22502.771001
31.65,500,22587.800965
30.7,500,22671.724788
31.65,500,22756.613284
31.65,500,22841.940784
19.55,478,22928.024164
-3.35,115,22928.228633
30.7,500,23013.64734
31.65,500,23097.440109
30.7,500,23181.338014
30.7,500,23266.094678
-1.15,159,23266.530923
-6.75,66,23266.739742
10.6,337,23349.432464
-2.1,140,23349.927211
3.15,226,23433.295984
16.4,434,23517.96748
11.4,353,23518.681319
12.25,370,23601.229028
31.65,500,23685.913179
1.45,192,23686.319395
15.05,407,23770.903747
31.65,500,23854.699226
-3.05,121,23854.941595
-7.0,61,23938.27268
-6.55,70,23938.501441
31.65,500,24024.396361
31.65,500,24108.965866
31.65,500,24194.407922
31.65,500,24279.022958
31.65,500,24365.212471
31.65,500,24449.582455
-2.0,142,24449.843066
30.7,500,24533.192254
31.65,500,24618.16894
-3.35,115,24618.432571
30.7,500,24703.482577
31.65,500,24787.182076
-7.2,57,24787.363833
31.65,500,24872.866462
32.6,500,24957.534811
30.7,500,25041.632006
31.65,500,25127.395691
-2.6,130,25127.643441
31.65,500,25213.137711
30.7,500,25297.700264
30.7,500,25382.684271
31.65,500,25468.22134
31.65,500,25553.228275
31.65,500,25638.472871
30.7,500,25723.868986
31.65,500,25807.091408
31.65,500,25890.259238
31.65,500,25973.826323
31.65,500,26057.856593
31.65,500,26142.915997
32.6,500,26226.723098
31.65,500,26310.484681
31.65,500,26397.452599
31.65,500,26482.729523
31.65,500,26569.155601
31.65,500,26654.570539
31.65,500,26739.851645
-7.15,58,26740.005398
31.65,500,26825.632454
-7.3,55,26825.768792
7.45,293,26911.870027
31.65,500,26913.256546
31.65,500,26999.301958
30.7,500,27088.002111
31.65,500,27174.985589
31.65,500,27261.316232
31.65,500,27347.027098
10.05,326,27432.488877
31.65,500,27517.723321
31.65,500,27604.693036
31.65,500,27692.279114
30.7,500,27778.598519
1.75,198,27779.194106
-6.45,72,27779.418139
30.7,500,27865.64359
18.85,464,27951.069484
30.7,500,28037.031142
31.65,500,28122.042809
31.65,500,28208.839254
32.6,500,28295.426555
31.65,500,28382.008187
31.65,500,28465.184142
31.65,500,28549.135208
31.65,500,28633.239413
31.65,500,28714.925778
31.65,500,28796.516805
31.65,500,28879.55987
31.65,500,28962.077128
31.65,500,29045.651595
31.65,500,29126.955862
31.65,500,29209.345338
31.65,500,29292.894365
31.65,500,29377.271576
30.7,500,29458.925623
31.65,500,29543.995581
31.65,500,29636.542335
31.65,500,29730.384033
31.65,500,29817.905488
31.65,500,29904.730029
31.65,500,29990.493431
31.65,500,30076.057728
31.65,500,30160.143269
31.65,500,30242.332204
31.65,500,30325.880232
31.65,500,30408.10636
31.65,500,30492.771461
31.65,500,30577.111596
30.7,500,30662.585216
31.65,500,30751.263232
32.6,500,30834.504143
31.65,500,30916.814586
31.65,500,30918.261563
31.65,500,31001.449533
31.65,500,31086.292604
31.65,500,31171.539884
31.65,500,31258.270296
31.65,500,31343.410846
31.65,500,31435.556863
31.65,500,31521.578321
32.6,500,31606.15409
31.65,500,31692.047484
31.65,500,31779.716949
31.65,500,31866.119082
31.65,500,31952.641123
31.65,500,32035.876983
31.65,500,32120.303958
31.65,500,32203.589341
31.65,500,32289.780798
31.65,500,32375.358129
-7.25,56,32375.477458
30.7,500,32461.964175
30.7,500,32547.876353
31.65,500,32632.694505
31.65,500,32717.892397
-5.85,84,32718.066951
31.65,500,32807.88113
31.65,500,32896.313757
31.65,500,32983.504296
31.65,500,33066.967435
31.65,500,33152.195477
30.7,500,33237.51778
31.65,500,33322.841179
31.65,500,33406.536259
30.7,500,33489.977513
31.65,500,33574.945479
31.65,500,33660.261329
31.65,500,33746.367929
31.65,500,33834.033236
30.7,500,33921.192108
32.6,500,34005.673049
30.7,500,34094.642086
31.65,500,34180.769796
31.65,500,34268.995027
31.65,500,34356.544665
31.65,500,34445.653165
31.65,500,34533.120154
13.75,381,34619.909956
32.6,500,34621.480879
30.7,500,34707.956408
31.65,500,34795.435306
31.65,500,34883.014797
31.65,500,34970.941009
31.65,500,35057.970731
31.65,500,35145.428189
32.6,500,35231.142455
32.6,500,35318.145066
31.65,500,35405.211788
30.7,500,35491.443422
31.65,500,35578.933081
30.7,500,35667.93692
32.6,500,35756.494097
30.7,500,35844.219042
31.65,500,35933.124403
31.65,500,36022.088843
30.7,500,36107.763971
31.65,500,36196.087436
31.65,500,36283.457699
31.65,500,36370.591478
-7.25,56,36370.770051
31.65,500,36456.194847
30.7,500,36545.073287
31.65,500,36631.56762
32.6,500,36717.085081
31.65,500,36802.911185
31.65,500,36891.28839
31.65,500,36978.281154
31.65,500,37064.274006
31.65,500,37150.842973
30.7,500,37237.659358
31.65,500,37325.893343
31.65,500,37411.991403
31.65,500,37496.999153
31.65,500,37582.034249
31.65,500,37668.338917
31.65,500,37753.416068
31.65,500,37840.554949
31.65,500,37928.002329
31.65,500,38014.443322
30.7,500,38099.832376
31.65,500,38187.339891
31.65,500,38274.861683
31.65,500,38362.388402
31.65,500,38450.730217
30.7,500,38536.397055
30.7,500,38623.053313
32.6,500,38710.798591
30.7,500,38712.735491
30.7,500,38798.466756
31.65,500,38886.262208
31.65,500,38973.659506
31.65,500,39060.910929
32.6,500,39147.904295
31.65,500,39233.593316
31.65,500,39319.725146
6.55,275,39406.954619
31.65,500,39492.055611
31.65,500,39578.760156
21.35,495,39664.585155
31.65,500,39752.804588
31.65,500,39839.267224
31.65,500,39924.2021
31.65,500,40010.853899
31.65,500,40098.022456
31.65,500,40185.265474
31.65,500,40272.647593
-7.35,54,40272.851207
31.65,500,40361.238624
31.65,500,40446.703046
31.65,500,40534.568785
32.6,500,40620.806142
31.65,500,40707.869388
31.65,500,40794.593854
31.65,500,40881.329773
31.65,500,40967.932643
32.6,500,41054.754942
31.65,500,41055.777364
31.65,500,41123.322615
