node_index,root_id,type,family,role,side
5916,720575940624407223,T5b,T5 Neuron,input,left
5917,720575940624408840,T4c,T4 Neuron,input,right
5918,720575940624410888,T4c,T4 Neuron,input,left
5919,720575940624411796,T4b,T4 Neuron,input,right
5920,720575940624412820,T4b,T4 Neuron,input,right
5921,720575940624419303,T5c,T5 Neuron,input,right
5922,720575940624422664,T5b,T5 Neuron,input,left
5923,720575940624426900,T5d,T5 Neuron,input,right
5924,720575940624429053,T4c,T4 Neuron,input,left
5925,720575940624430094,T5b,T5 Neuron,input,right
5926,720575940624431335,T5d,T5 Neuron,input,right
5927,720575940624432309,T5b,T5 Neuron,input,left
5928,720575940624432615,T5d,T5 Neuron,input,right
5929,720575940624432875,T4a,T4 Neuron,input,left
5930,720575940624434616,T5b,T5 Neuron,input,right
5931,720575940624436238,T5b,T5 Neuron,input,right
5932,720575940624436750,T5a,T5 Neuron,input,right
5933,720575940624438542,T5c,T5 Neuron,input,right
5934,720575940624439015,T5b,T5 Neuron,input,right
5935,720575940624439539,T5c,T5 Neuron,input,right
5936,720575940624442347,T5d,T5 Neuron,input,left
5937,720575940624443367,T5c,T5 Neuron,input,right
5938,720575940624443832,T5c,T5 Neuron,input,right
5939,720575940624444651,T4a,T4 Neuron,input,left
5940,720575940624444966,T4b,T4 Neuron,input,left
5941,720575940624446717,T5d,T5 Neuron,input,left
5942,720575940624448243,T4c,T4 Neuron,input,left
5943,720575940624448492,T4b,T4 Neuron,input,right
5944,720575940624454397,T5d,T5 Neuron,input,left
5945,720575940624454664,T5c,T5 Neuron,input,left
5946,720575940624454743,T5a,T5 Neuron,input,right
5947,720575940624460019,T4a,T4 Neuron,input,left
5948,720575940624461043,T5c,T5 Neuron,input,left
5949,720575940624463764,T4d,T4 Neuron,input,right
5950,720575940624467082,T5a,T5 Neuron,input,right
5951,720575940624467197,T5a,T5 Neuron,input,left
5952,720575940624468711,T5c,T5 Neuron,input,left
5953,720575940624477111,T4b,T4 Neuron,input,left
5954,720575940624477931,T5b,T5 Neuron,input,left
5955,720575940624478608,T4c,T4 Neuron,input,right
5956,720575940624479751,T4c,T4 Neuron,input,left
5957,720575940624482195,T4b,T4 Neuron,input,left
5958,720575940624483410,T4b,T4 Neuron,input,right
5959,720575940624483592,T4d,T4 Neuron,input,left
5960,720575940624486032,T5a,T5 Neuron,input,right
5961,720575940624486635,T4b,T4 Neuron,input,left
5962,720575940624487954,T5d,T5 Neuron,input,right
5963,720575940624488701,T4d,T4 Neuron,input,left
5964,720575940624489708,T5d,T5 Neuron,input,right
5965,720575940624490677,T4b,T4 Neuron,input,left
5966,720575940624490829,T4c,T4 Neuron,input,right
5967,720575940624491755,T5d,T5 Neuron,input,left
5968,720575940624492617,T4d,T4 Neuron,input,right
5969,720575940624492779,T5a,T5 Neuron,input,left
5970,720575940624497405,T5c,T5 Neuron,input,left
5971,720575940624497644,T5c,T5 Neuron,input,right
5972,720575940624499947,T4c,T4 Neuron,input,right
5973,720575940624500151,T5d,T5 Neuron,input,right
5974,720575940624503531,T4a,T4 Neuron,input,right
5975,720575940624504042,T5b,T5 Neuron,input,left
5976,720575940624513255,T4a,T4 Neuron,input,right
5977,720575940624513543,T5b,T5 Neuron,input,left
5978,720575940624514547,T5b,T5 Neuron,input,right
5979,720575940624516391,T5d,T5 Neuron,input,right
5980,720575940624519876,T4d,T4 Neuron,input,right
5981,720575940624525203,T4b,T4 Neuron,input,left
5982,720575940624525715,T5a,T5 Neuron,input,right
5983,720575940624529703,T4d,T4 Neuron,input,right
5984,720575940624529993,T4b,T4 Neuron,input,left
5985,720575940624530151,T5d,T5 Neuron,input,right
5986,720575940624533392,T5c,T5 Neuron,input,right
5987,720575940624535590,T4a,T4 Neuron,input,right
5988,720575940624537067,T4c,T4 Neuron,input,left
5989,720575940624538928,T4a,T4 Neuron,input,right
5990,720575940624539627,T4a,T4 Neuron,input,left
5991,720575940624541163,T4a,T4 Neuron,input,right
5992,720575940624552172,T4c,T4 Neuron,input,right
5993,720575940624556263,T5b,T5 Neuron,input,right
5994,720575940624557575,T4b,T4 Neuron,input,left
5995,720575940624561127,T5a,T5 Neuron,input,right
5996,720575940624564016,T4a,T4 Neuron,input,right
5997,720575940624565006,T4b,T4 Neuron,input,right
5998,720575940624565040,T4a,T4 Neuron,input,left
5999,720575940624567271,T4b,T4 Neuron,input,right
6000,720575940624570160,T4c,T4 Neuron,input,left
6001,720575940624573222,T5a,T5 Neuron,input,left
6002,720575940624579657,T4d,T4 Neuron,input,left
6003,720575940624582985,T4c,T4 Neuron,input,right
6004,720575940624584375,T4a,T4 Neuron,input,left
6005,720575940624588617,T5d,T5 Neuron,input,left
6006,720575940624590268,T4d,T4 Neuron,input,left
6007,720575940624593968,T5b,T5 Neuron,input,right
6008,720575940624598763,T5b,T5 Neuron,input,left
6009,720575940624598771,T4c,T4 Neuron,input,right
6010,720575940624599539,T5c,T5 Neuron,input,right
6011,720575940624601392,T5b,T5 Neuron,input,right
6012,720575940624603239,T4c,T4 Neuron,input,left
6013,720575940624607495,T4b,T4 Neuron,input,left
6014,720575940624607782,T4b,T4 Neuron,input,left
6015,720575940624608763,T5a,T5 Neuron,input,right
6016,720575940624609275,T5a,T5 Neuron,input,right
6017,720575940624609511,T4c,T4 Neuron,input,right
6018,720575940624611835,T5c,T5 Neuron,input,right
6019,720575940624612656,T4d,T4 Neuron,input,left
6020,720575940624617959,T5b,T5 Neuron,input,left
6021,720575940624619022,T4d,T4 Neuron,input,right
6022,720575940624619239,T5a,T5 Neuron,input,left
6023,720575940624620848,T5d,T5 Neuron,input,left
6024,720575940624623288,T5c,T5 Neuron,input,right
6025,720575940624626184,T4c,T4 Neuron,input,left
6026,720575940624630252,T4d,T4 Neuron,input,right
6027,720575940624631224,T4b,T4 Neuron,input,right
6028,720575940624632103,T5a,T5 Neuron,input,right
6029,720575940624635114,T5a,T5 Neuron,input,left
6030,720575940624638472,T4b,T4 Neuron,input,left
6031,720575940624640509,T4b,T4 Neuron,input,left
6032,720575940624642341,T4d,T4 Neuron,input,left
6033,720575940624646076,T5b,T5 Neuron,input,right
6034,720575940624648124,T4d,T4 Neuron,input,right
6035,720575940624648679,T4b,T4 Neuron,input,right
6036,720575940624648712,T4d,T4 Neuron,input,left
6037,720575940624651499,T5c,T5 Neuron,input,left
6038,720575940624653035,T4b,T4 Neuron,input,right
6039,720575940624653547,T5d,T5 Neuron,input,left
6040,720575940624658685,T5c,T5 Neuron,input,left
6041,720575940624659092,T4c,T4 Neuron,input,right
6042,720575940624659435,T4c,T4 Neuron,input,left
6043,720575940624660231,T4c,T4 Neuron,input,right
6044,720575940624663303,T4d,T4 Neuron,input,right
6045,720575940624663560,T4c,T4 Neuron,input,right
6046,720575940624664819,T4c,T4 Neuron,input,left
6047,720575940624667627,T5b,T5 Neuron,input,left
6048,720575940624668092,T4b,T4 Neuron,input,right
6049,720575940624669621,T5a,T5 Neuron,input,right
6050,720575940624671636,T4c,T4 Neuron,input,right
6051,720575940624673003,T4d,T4 Neuron,input,right
6052,720575940624673515,T5c,T5 Neuron,input,left
6053,720575940624675512,T5b,T5 Neuron,input,right
6054,720575940624676024,T4a,T4 Neuron,input,left
6055,720575940624677048,T5b,T5 Neuron,input,right
6056,720575940624679438,T5d,T5 Neuron,input,left
6057,720575940624679719,T4a,T4 Neuron,input,right
6058,720575940624682087,T4a,T4 Neuron,input,left
6059,720575940624683708,T5a,T5 Neuron,input,right
6060,720575940624683838,T4d,T4 Neuron,input,right
6061,720575940624685070,T5c,T5 Neuron,input,right
6062,720575940624685204,T4c,T4 Neuron,input,right
6063,720575940624687594,T4b,T4 Neuron,input,left
6064,720575940624690249,T4b,T4 Neuron,input,left
6065,720575940624693996,T5c,T5 Neuron,input,right
6066,720575940624694823,T4d,T4 Neuron,input,right
6067,720575940624695088,T4b,T4 Neuron,input,left
6068,720575940624695275,VST2,VS,processing,right
6069,720575940624698040,T5b,T5 Neuron,input,right
6070,720575940624698300,T5c,T5 Neuron,input,right
6071,720575940624700344,T5a,T5 Neuron,input,right
6072,720575940624703979,T4c,T4 Neuron,input,right
6073,720575940624704491,T4d,T4 Neuron,input,right
6074,720575940624707827,T4b,T4 Neuron,input,left
6075,720575940624708169,T4a,T4 Neuron,input,right
6076,720575940624708583,T4c,T4 Neuron,input,left
6077,720575940624710379,T4c,T4 Neuron,input,right
6078,720575940624715557,T5a,T5 Neuron,input,right
6079,720575940624716302,T5c,T5 Neuron,input,right
6080,720575940624717043,T4b,T4 Neuron,input,left
6081,720575940624717053,T4a,T4 Neuron,input,left
6082,720575940624718862,T4b,T4 Neuron,input,right
6083,720575940624719818,T5a,T5 Neuron,input,right
6084,720575940624720788,T4c,T4 Neuron,input,left
6085,720575940624722702,T5a,T5 Neuron,input,right
6086,720575940624722731,T5a,T5 Neuron,input,right
6087,720575940624722924,T5d,T5 Neuron,input,right
6088,720575940624732052,T5a,T5 Neuron,input,left
6089,720575940624734205,T4a,T4 Neuron,input,left
6090,720575940624736264,T4b,T4 Neuron,input,left
6091,720575940624738043,T5c,T5 Neuron,input,right
6092,720575940624738085,T4b,T4 Neuron,input,left
6093,720575940624740091,T5b,T5 Neuron,input,right
6094,720575940624740347,T5c,T5 Neuron,input,right
6095,720575940624740500,T4c,T4 Neuron,input,right
6096,720575940624741371,T5d,T5 Neuron,input,right
6097,720575940624742548,T4b,T4 Neuron,input,right
6098,720575940624743147,T4c,T4 Neuron,input,left
6099,720575940624746573,T5c,T5 Neuron,input,right
6100,720575940624748327,T4c,T4 Neuron,input,right
6101,720575940624749320,T4a,T4 Neuron,input,left
6102,720575940624749749,T4a,T4 Neuron,input,right
6103,720575940624750268,T4a,T4 Neuron,input,right
6104,720575940624751111,T5a,T5 Neuron,input,left
6105,720575940624751909,T4a,T4 Neuron,input,left
6106,720575940624752316,T5b,T5 Neuron,input,right
6107,720575940624753383,T5b,T5 Neuron,input,left
6108,720575940624756408,T4a,T4 Neuron,input,right
6109,720575940624757735,T4a,T4 Neuron,input,left
6110,720575940624757739,T5b,T5 Neuron,input,right
6111,720575940624764907,T5d,T5 Neuron,input,left
6112,720575940624766503,T4a,T4 Neuron,input,left
6113,720575940624766956,T5c,T5 Neuron,input,left
6114,720575940624769260,T5c,T5 Neuron,input,left
6115,720575940624770231,T5b,T5 Neuron,input,left
6116,720575940624776892,T5a,T5 Neuron,input,right
6117,720575940624781118,T5b,T5 Neuron,input,left
6118,720575940624781607,T5d,T5 Neuron,input,left
6119,720575940624784165,T4d,T4 Neuron,input,left
6120,720575940624788798,T4b,T4 Neuron,input,right
6121,720575940624796908,T5c,T5 Neuron,input,right
6122,720575940624801063,T4a,T4 Neuron,input,left
6123,720575940624801511,T5b,T5 Neuron,input,right
6124,720575940624804178,T4d,T4 Neuron,input,right
6125,720575940624804861,T5b,T5 Neuron,input,right
6126,720575940624805128,T4d,T4 Neuron,input,left
6127,720575940624810424,T5c,T5 Neuron,input,left
6128,720575940624811708,T5b,T5 Neuron,input,left
6129,720575940624812519,T5c,T5 Neuron,input,left
6130,720575940624815079,T4b,T4 Neuron,input,right
6131,720575940624817191,T5c,T5 Neuron,input,right
6132,720575940624817726,T5d,T5 Neuron,input,left
6133,720575940624822503,T4c,T4 Neuron,input,right
6134,720575940624822771,T5b,T5 Neuron,input,right
6135,720575940624823283,T5b,T5 Neuron,input,right
6136,720575940624823700,T5b,T5 Neuron,input,right
6137,720575940624825579,T4c,T4 Neuron,input,left
6138,720575940624826174,T4b,T4 Neuron,input,left
6139,720575940624829927,T5a,T5 Neuron,input,left
6140,720575940624829989,T5b,T5 Neuron,input,right
6141,720575940624832841,T5d,T5 Neuron,input,left
6142,720575940624834539,T5b,T5 Neuron,input,left
6143,720575940624846823,T4b,T4 Neuron,input,right
6144,720575940624847034,T5a,T5 Neuron,input,right
6145,720575940624854798,T4d,T4 Neuron,input,right
6146,720575940624858126,T4d,T4 Neuron,input,right
6147,720575940624865575,T4d,T4 Neuron,input,left
6148,720575940624867571,T5d,T5 Neuron,input,right
6149,720575940624869355,T5a,T5 Neuron,input,left
6150,720575940624871176,T5a,T5 Neuron,input,left
6151,720575940624875239,T4a,T4 Neuron,input,left
6152,720575940624876730,T5b,T5 Neuron,input,left
6153,720575940624883495,T4d,T4 Neuron,input,right
6154,720575940624885429,T5b,T5 Neuron,input,right
6155,720575940624885543,T5b,T5 Neuron,input,right
6156,720575940624887271,T4c,T4 Neuron,input,left
6157,720575940624887335,T5d,T5 Neuron,input,left
6158,720575940624891687,T5a,T5 Neuron,input,left
6159,720575940624893479,T4c,T4 Neuron,input,left
6160,720575940624896491,T4b,T4 Neuron,input,left
6161,720575940624898110,T4c,T4 Neuron,input,left
6162,720575940624905616,T5d,T5 Neuron,input,right
6163,720575940624909319,T5c,T5 Neuron,input,left
6164,720575940624909811,T5a,T5 Neuron,input,right
6165,720575940624913592,T5b,T5 Neuron,input,right
6166,720575940624917847,T5d,T5 Neuron,input,right
6167,720575940624918334,T5a,T5 Neuron,input,left
6168,720575940624920980,T5c,T5 Neuron,input,left
6169,720575940624921274,T5d,T5 Neuron,input,right
6170,720575940624922552,T5c,T5 Neuron,input,right
6171,720575940624924516,T5b,T5 Neuron,input,left
6172,720575940624924680,T4d,T4 Neuron,input,left
6173,720575940624928333,T4a,T4 Neuron,input,right
6174,720575940624931260,T5d,T5 Neuron,input,left
6175,720575940624931564,VS7,VS,processing,left
6176,720575940624934328,T5c,T5 Neuron,input,left
6177,720575940624936171,T5d,T5 Neuron,input,left
6178,720575940624938172,T5b,T5 Neuron,input,left
6179,720575940624938739,T5d,T5 Neuron,input,left
6180,720575940624938940,T4a,T4 Neuron,input,right
6181,720575940624939708,T5d,T5 Neuron,input,left
6182,720575940624939865,T4b,T4 Neuron,input,right
6183,720575940624940132,T5d,T5 Neuron,input,left
6184,720575940624941924,T4c,T4 Neuron,input,right
6185,720575940624945456,T4d,T4 Neuron,input,right
6186,720575940624947955,T5a,T5 Neuron,input,left
6187,720575940624948775,T5c,T5 Neuron,input,left
6188,720575940624951335,T4c,T4 Neuron,input,right
6189,720575940624952307,T5a,T5 Neuron,input,left
6190,720575940624953271,T4a,T4 Neuron,input,left
6191,720575940624953784,T5d,T5 Neuron,input,right
6192,720575940624960776,T4d,T4 Neuron,input,left
6193,720575940624961328,T5b,T5 Neuron,input,right
6194,720575940624962062,T4b,T4 Neuron,input,left
6195,720575940624971341,T5c,T5 Neuron,input,right
6196,720575940624975288,T5c,T5 Neuron,input,left
6197,720575940624978931,T4a,T4 Neuron,input,left
6198,720575940624981908,VST2,VS,processing,right
6199,720575940624985095,T4c,T4 Neuron,input,right
6200,720575940624985324,T4c,T4 Neuron,input,left
6201,720575940624989076,T5d,T5 Neuron,input,left
6202,720575940624993836,T5b,T5 Neuron,input,right
6203,720575940624993975,T4d,T4 Neuron,input,left
6204,720575940625000376,T4d,T4 Neuron,input,left
6205,720575940625004780,T4c,T4 Neuron,input,left
6206,720575940625009131,T4a,T4 Neuron,input,right
6207,720575940625013948,T5b,T5 Neuron,input,right
6208,720575940625013996,T4c,T4 Neuron,input,left
6209,720575940625017358,T4c,T4 Neuron,input,left
6210,720575940625018382,T5c,T5 Neuron,input,left
6211,720575940625020820,T4d,T4 Neuron,input,right
6212,720575940625021427,T5a,T5 Neuron,input,left
6213,720575940625021960,T5d,T5 Neuron,input,left
6214,720575940625022734,T4d,T4 Neuron,input,left
6215,720575940625023536,T5d,T5 Neuron,input,right
6216,720575940625025353,T4c,T4 Neuron,input,left
6217,720575940625026637,T5a,T5 Neuron,input,left
6218,720575940625027260,T5a,T5 Neuron,input,left
6219,720575940625039335,T4c,T4 Neuron,input,left
6220,720575940625043021,T4a,T4 Neuron,input,left
6221,720575940625044068,T5d,T5 Neuron,input,right
6222,720575940625044715,T5b,T5 Neuron,input,left
6223,720575940625047559,T4d,T4 Neuron,input,left
6224,720575940625048653,T5d,T5 Neuron,input,right
6225,720575940625052233,T4b,T4 Neuron,input,right
6226,720575940625052659,T4c,T4 Neuron,input,right
6227,720575940625052956,T4b,T4 Neuron,input,left
6228,720575940625054460,T5b,T5 Neuron,input,left
6229,720575940625057829,T4a,T4 Neuron,input,left
6230,720575940625057940,T5c,T5 Neuron,input,left
6231,720575940625060339,T4a,T4 Neuron,input,left
6232,720575940625061611,T4a,T4 Neuron,input,left
6233,720575940625063923,T5d,T5 Neuron,input,left
6234,720575940625066483,T4d,T4 Neuron,input,right
6235,720575940625069058,T5c,T5 Neuron,input,left
6236,720575940625071292,T5a,T5 Neuron,input,left
6237,720575940625075749,T4d,T4 Neuron,input,right
6238,720575940625076880,T5a,T5 Neuron,input,right
6239,720575940625079484,T4a,T4 Neuron,input,left
6240,720575940625085671,T4b,T4 Neuron,input,right
6241,720575940625086478,T4c,T4 Neuron,input,left
6242,720575940625092878,T5b,T5 Neuron,input,left
6243,720575940625093157,T5b,T5 Neuron,input,left
6244,720575940625095205,T4d,T4 Neuron,input,left
6245,720575940625095403,T4b,T4 Neuron,input,left
6246,720575940625095828,T5d,T5 Neuron,input,left
6247,720575940625099597,T5a,T5 Neuron,input,left
6248,720575940625113580,T4d,T4 Neuron,input,left
6249,720575940625113597,T4a,T4 Neuron,input,right
6250,720575940625114109,T4a,T4 Neuron,input,right
6251,720575940625115721,T5b,T5 Neuron,input,left
6252,720575940625119053,T4c,T4 Neuron,input,right
6253,720575940625119723,T5a,T5 Neuron,input,left
6254,720575940625120444,T5a,T5 Neuron,input,left
6255,720575940625123877,T4a,T4 Neuron,input,left
6256,720575940625123879,T4d,T4 Neuron,input,right
6257,720575940625124360,T5a,T5 Neuron,input,right
6258,720575940625125117,T4b,T4 Neuron,input,left
6259,720575940625125373,T4c,T4 Neuron,input,left
6260,720575940625126635,T4c,T4 Neuron,input,right
6261,720575940625133287,T5a,T5 Neuron,input,left
6262,720575940625133543,T5d,T5 Neuron,input,left
6263,720575940625137934,T4d,T4 Neuron,input,right
6264,720575940625148199,T4d,T4 Neuron,input,left
6265,720575940625154864,T4b,T4 Neuron,input,left
6266,720575940625155080,T5a,T5 Neuron,input,left
6267,720575940625164583,T5d,T5 Neuron,input,left
6268,720575940625171431,T5d,T5 Neuron,input,left
6269,720575940625171533,T4b,T4 Neuron,input,right
6270,720575940625174605,T5c,T5 Neuron,input,right
6271,720575940625176764,T5d,T5 Neuron,input,left
6272,720575940625178919,T4d,T4 Neuron,input,left
6273,720575940625181031,T4a,T4 Neuron,input,left
6274,720575940625182666,T4c,T4 Neuron,input,left
6275,720575940625191100,T5a,T5 Neuron,input,right
6276,720575940625202190,T4a,T4 Neuron,input,left
6277,720575940625203699,T4c,T4 Neuron,input,left
6278,720575940625204226,T5b,T5 Neuron,input,right
6279,720575940625210130,T5b,T5 Neuron,input,right
6280,720575940625213628,T5a,T5 Neuron,input,left
6281,720575940625217661,T5b,T5 Neuron,input,right
6282,720575940625223667,T5b,T5 Neuron,input,left
6283,720575940625227708,T5d,T5 Neuron,input,right
6284,720575940625231036,T4b,T4 Neuron,input,left
6285,720575940625232906,T5c,T5 Neuron,input,left
6286,720575940625233552,T4b,T4 Neuron,input,right
6287,720575940625235239,T5b,T5 Neuron,input,left
6288,720575940625235331,T4d,T4 Neuron,input,right
6289,720575940625236234,T5b,T5 Neuron,input,left
6290,720575940625238861,T4a,T4 Neuron,input,left
6291,720575940625253257,T5d,T5 Neuron,input,left
6292,720575940625253619,T5b,T5 Neuron,input,left
6293,720575940625253694,T5b,T5 Neuron,input,left
6294,720575940625257805,T5d,T5 Neuron,input,right
6295,720575940625260839,T5d,T5 Neuron,input,left
6296,720575940625261351,T4c,T4 Neuron,input,left
6297,720575940625263091,T4d,T4 Neuron,input,left
6298,720575940625263177,T4d,T4 Neuron,input,left
6299,720575940625264713,T5d,T5 Neuron,input,left
6300,720575940625267431,T4c,T4 Neuron,input,left
6301,720575940625270286,T4d,T4 Neuron,input,left
6302,720575940625270932,T4d,T4 Neuron,input,left
6303,720575940625272551,T5b,T5 Neuron,input,left
6304,720575940625272909,T5a,T5 Neuron,input,right
6305,720575940625276140,T5c,T5 Neuron,input,left
6306,720575940625276990,T4c,T4 Neuron,input,right
6307,720575940625277740,T4d,T4 Neuron,input,right
6308,720575940625279636,T4c,T4 Neuron,input,left
6309,720575940625279731,T5b,T5 Neuron,input,left
6310,720575940625282748,T4a,T4 Neuron,input,left
6311,720575940625284396,T4d,T4 Neuron,input,right
6312,720575940625285052,T4b,T4 Neuron,input,left
6313,720575940625293820,T5c,T5 Neuron,input,left
6314,720575940625297916,T5b,T5 Neuron,input,left
6315,720575940625306812,T4d,T4 Neuron,input,left
6316,720575940625310029,T4d,T4 Neuron,input,right
6317,720575940625315120,T4b,T4 Neuron,input,right
6318,720575940625319811,T4d,T4 Neuron,input,left
6319,720575940625324163,T5a,T5 Neuron,input,left
6320,720575940625324675,T4a,T4 Neuron,input,left
6321,720575940625326119,T4b,T4 Neuron,input,left
6322,720575940625331132,T4c,T4 Neuron,input,right
6323,720575940625337381,T4c,T4 Neuron,input,right
6324,720575940625343821,T5a,T5 Neuron,input,left
6325,720575940625344014,T5d,T5 Neuron,input,right
6326,720575940625347661,T4a,T4 Neuron,input,right
6327,720575940625347879,T4b,T4 Neuron,input,left
6328,720575940625356109,T4a,T4 Neuron,input,left
6329,720575940625357299,T5a,T5 Neuron,input,left
6330,720575940625359036,T5a,T5 Neuron,input,left
6331,720575940625363202,T4b,T4 Neuron,input,left
6332,720575940625364557,T4b,T4 Neuron,input,right
6333,720575940625366259,T4c,T4 Neuron,input,left
6334,720575940625366503,T5b,T5 Neuron,input,left
6335,720575940625371024,T5b,T5 Neuron,input,right
6336,720575940625371280,T4a,T4 Neuron,input,right
6337,720575940625372174,T5d,T5 Neuron,input,left
6338,720575940625374541,T4c,T4 Neuron,input,right
6339,720575940625386317,T5d,T5 Neuron,input,right
6340,720575940625389955,T4d,T4 Neuron,input,left
6341,720575940625390844,T5a,T5 Neuron,input,left
6342,720575940625393456,T5d,T5 Neuron,input,right
6343,720575940625396238,T4d,T4 Neuron,input,right
6344,720575940625400078,T4d,T4 Neuron,input,left
6345,720575940625407632,T4a,T4 Neuron,input,right
6346,720575940625407690,T4a,T4 Neuron,input,right
6347,720575940625412414,T4d,T4 Neuron,input,left
6348,720575940625414448,T4a,T4 Neuron,input,right
6349,720575940625417037,T5c,T5 Neuron,input,right
6350,720575940625419312,T4b,T4 Neuron,input,right
6351,720575940625423548,T5a,T5 Neuron,input,left
6352,720575940625423705,T4c,T4 Neuron,input,left
6353,720575940625426190,T5d,T5 Neuron,input,left
6354,720575940625426832,T5d,T5 Neuron,input,right
6355,720575940625429227,T4a,T4 Neuron,input,left
6356,720575940625439560,T4d,T4 Neuron,input,right
6357,720575940625442830,T5c,T5 Neuron,input,left
6358,720575940625444140,T5a,T5 Neuron,input,right
6359,720575940625449624,T4d,T4 Neuron,input,left
6360,720575940625453645,T4d,T4 Neuron,input,left
6361,720575940625460099,T4c,T4 Neuron,input,right
6362,720575940625465608,T5a,T5 Neuron,input,left
6363,720575940625467011,T4a,T4 Neuron,input,right
6364,720575940625468967,T5c,T5 Neuron,input,left
6365,720575940625471053,T4c,T4 Neuron,input,left
6366,720575940625472002,T4a,T4 Neuron,input,right
6367,720575940625472952,T4d,T4 Neuron,input,left
6368,720575940625474435,T5c,T5 Neuron,input,right
6369,720575940625476878,T4c,T4 Neuron,input,left
6370,720575940625483838,T5d,T5 Neuron,input,right
6371,720575940625485299,T4d,T4 Neuron,input,left
6372,720575940625489445,T5c,T5 Neuron,input,left
6373,720575940625490234,T5a,T5 Neuron,input,right
6374,720575940625492007,T5b,T5 Neuron,input,left
6375,720575940625501116,T4c,T4 Neuron,input,left
6376,720575940625504601,T5b,T5 Neuron,input,right
6377,720575940625506343,T4d,T4 Neuron,input,left
6378,720575940625507161,T5a,T5 Neuron,input,right
6379,720575940625512848,T5a,T5 Neuron,input,right
6380,720575940625522320,T4a,T4 Neuron,input,right
6381,720575940625522509,T5d,T5 Neuron,input,left
6382,720575940625523436,T4c,T4 Neuron,input,left
6383,720575940625523545,T4b,T4 Neuron,input,right
6384,720575940625524508,T5a,T5 Neuron,input,left
6385,720575940625526044,T5c,T5 Neuron,input,left
6386,720575940625526873,T5b,T5 Neuron,input,left
6387,720575940625529362,T4d,T4 Neuron,input,right
6388,720575940625540185,T4c,T4 Neuron,input,right
6389,720575940625547708,T5b,T5 Neuron,input,left
6390,720575940625549716,T5d,T5 Neuron,input,right
6391,720575940625558160,T5d,T5 Neuron,input,right
6392,720575940625565529,T4c,T4 Neuron,input,right
6393,720575940625567124,T4a,T4 Neuron,input,left
6394,720575940625567762,T5b,T5 Neuron,input,right
6395,720575940625571465,T5a,T5 Neuron,input,right
6396,720575940625571858,T5a,T5 Neuron,input,right
6397,720575940625571868,T5c,T5 Neuron,input,right
6398,720575940625575667,T4b,T4 Neuron,input,left
6399,720575940625576084,T5b,T5 Neuron,input,left
6400,720575940625576691,T4d,T4 Neuron,input,left
6401,720575940625581548,T5a,T5 Neuron,input,left
6402,720575940625584933,T4a,T4 Neuron,input,right
6403,720575940625612848,T4d,T4 Neuron,input,right
6404,720575940625619493,T5a,T5 Neuron,input,right
6405,720575940625625392,T4a,T4 Neuron,input,left
6406,720575940625626638,T5c,T5 Neuron,input,left
6407,720575940625627320,T4a,T4 Neuron,input,left
6408,720575940625628772,T4a,T4 Neuron,input,right
6409,720575940625629198,T5c,T5 Neuron,input,right
6410,720575940625634968,T5b,T5 Neuron,input,left
6411,720575940625641418,T5b,T5 Neuron,input,right
6412,720575940625645242,T5a,T5 Neuron,input,right
6413,720575940625649594,T5d,T5 Neuron,input,right
6414,720575940625653228,T4c,T4 Neuron,input,right
6415,720575940625653543,T4c,T4 Neuron,input,right
6416,720575940625654003,T5d,T5 Neuron,input,right
6417,720575940625654759,T5a,T5 Neuron,input,right
6418,720575940625655192,T5d,T5 Neuron,input,left
6419,720575940625655271,T5c,T5 Neuron,input,right
6420,720575940625655754,T5c,T5 Neuron,input,right
6421,720575940625659066,T5a,T5 Neuron,input,right
6422,720575940625663280,T5b,T5 Neuron,input,right
6423,720575940625666200,T5a,T5 Neuron,input,left
6424,720575940625668878,T4d,T4 Neuron,input,right
6425,720575940625672496,T4b,T4 Neuron,input,right
6426,720575940625674533,T5d,T5 Neuron,input,right
6427,720575940625675645,T4b,T4 Neuron,input,left
6428,720575940625675790,T5c,T5 Neuron,input,left
6429,720575940625678606,T4a,T4 Neuron,input,right
6430,720575940625678862,T4a,T4 Neuron,input,right
6431,720575940625686200,T5c,T5 Neuron,input,left
6432,720575940625686801,T5b,T5 Neuron,input,right
6433,720575940625693488,T5c,T5 Neuron,input,left
6434,720575940625696333,T5d,T5 Neuron,input,left
6435,720575940625700964,T4b,T4 Neuron,input,left
6436,720575940625703975,T4b,T4 Neuron,input,right
6437,720575940625718986,T4a,T4 Neuron,input,left
6438,720575940625725479,T4c,T4 Neuron,input,left
6439,720575940625728186,T4c,T4 Neuron,input,left
6440,720575940625731002,T4c,T4 Neuron,input,right
6441,720575940625737162,T5c,T5 Neuron,input,right
6442,720575940625746920,T4a,T4 Neuron,input,left
6443,720575940625748426,T5c,T5 Neuron,input,right
6444,720575940625751677,T5c,T5 Neuron,input,right
6445,720575940625754942,T5d,T5 Neuron,input,right
6446,720575940625757735,T4a,T4 Neuron,input,left
6447,720575940625759525,T4b,T4 Neuron,input,right
6448,720575940625761917,T4a,T4 Neuron,input,right
6449,720575940625766346,T5a,T5 Neuron,input,right
6450,720575940625770073,T5d,T5 Neuron,input,right
6451,720575940625773972,T5a,T5 Neuron,input,left
6452,720575940625774205,T4b,T4 Neuron,input,right
6453,720575940625774948,T5c,T5 Neuron,input,right
