#{"t_start": 1789919808.1502123, "env_id": "None"}
r,l,t
-2.4,134,6442.393418
-3.25,117,6442.63765
-2.1,140,6471.759763
-1.25,157,6472.092687
-2.6,130,6472.363958
-2.7,128,6472.630606
-3.0,122,6501.873148
-2.55,131,6502.177138
-1.15,159,6502.53895
-1.35,155,6531.743794
-3.35,115,6532.011189
-1.95,143,6532.335593
-2.95,123,6532.614055
-3.0,122,6561.775622
-1.55,151,6562.125618
-2.7,128,6562.416135
-3.25,117,6562.681221
-2.55,131,6591.79203
-3.05,121,6592.074438
1.1,185,6592.496878
-3.5,112,6592.751101
-2.6,130,6621.84209
-2.6,130,6622.144705
-1.85,145,6622.47432
-1.95,143,6622.801644
-3.45,113,6651.938385
-3.5,112,6652.192723
-1.6,150,6652.534372
-2.8,126,6652.820872
-3.35,115,6681.909191
-3.0,122,6682.186714
-2.4,134,6682.491458
-2.0,142,6682.817064
-2.55,131,6712.047842
-2.15,139,6712.363274
-2.55,131,6712.660542
-0.7,168,6741.903162
-1.5,152,6742.248719
-3.05,121,6742.525209
1.9,201,6742.983575
-1.8,146,6772.167228
1.85,200,6772.624511
-2.8,126,6772.912771
4.55,235,6802.352587
-2.4,134,6802.658991
-0.95,163,6803.030676
-3.45,113,6832.206016
-2.25,137,6832.491794
-2.95,123,6832.751708
-1.7,148,6833.061843
-3.3,116,6862.151697
1.8,199,6862.567545
0.0,163,6862.915498
-2.3,136,6892.050054
-1.95,143,6892.347049
-3.35,115,6892.586402
-1.0,162,6892.925447
-2.2,138,6922.039095
1.0,183,6922.42072
-2.45,133,6922.703861
-2.85,125,6951.761713
-2.55,131,6952.0423
-2.4,134,6952.322643
-2.5,132,6952.599405
-2.45,133,6981.579426
-2.3,136,6981.866985
-3.0,122,6982.129118
-2.65,129,6982.398502
-2.1,140,7011.476759
-1.7,148,7011.787694
-1.55,151,7012.109647
-1.05,161,7041.248482
-2.25,137,7041.533915
-3.55,111,7041.766816
-1.75,147,7042.083275
-2.2,138,7071.094883
-3.4,114,7071.332379
-1.9,144,7071.633413
-2.6,130,7071.91271
-2.75,127,7101.00795
-1.95,143,7101.308028
1.05,184,7101.692544
-2.2,138,7130.771117
-1.85,145,7131.074767
-2.5,132,7131.350989
-0.85,165,7131.695651
-2.55,131,7160.837233
-2.2,138,7161.127084
-3.4,114,7161.364709
-1.9,144,7161.665611
-2.7,128,7190.790182
-2.1,140,7191.083593
-2.0,142,7191.379024
-1.6,150,7220.566741
-3.2,118,7220.814393
-3.5,112,7221.048331
-3.4,114,7221.285056
-2.15,139,7221.574445
-1.8,146,7250.716442
-3.6,110,7250.947162
-2.6,130,7251.217772
-2.6,130,7251.489045
-0.75,167,7280.656973
-2.55,131,7280.930706
-3.65,109,7281.158278
-3.15,119,7281.406013
-3.3,116,7310.543689
-1.35,155,7310.896897
-2.5,132,7311.196764
2.7,217,7340.642005
-1.05,161,7341.010934
-2.2,138,7341.323821
-2.75,127,7370.606906
-2.55,131,7370.906493
-2.85,125,7371.190964
-2.35,135,7371.496685
-2.1,140,7400.728539
-1.55,151,7401.073165
-2.1,140,7401.392196
-3.15,119,7401.663184
-1.85,145,7430.953652
-2.1,140,7431.270764
-2.8,126,7431.555696
-3.3,116,7431.821407
-1.2,158,7461.112775
-1.25,157,7461.468935
-3.0,122,7461.747384
-3.5,112,7462.010137
-3.2,118,7491.219299
-2.45,133,7491.521854
-3.3,116,7491.786952
-2.0,142,7492.116111
-1.9,144,7521.321756
-1.75,147,7521.655438
-2.3,136,7521.969786
-1.95,143,7551.215112
0.6,175,7551.613833
-2.65,129,7551.914292
-2.9,124,7552.196412
1.9,201,7581.468284
-1.85,145,7581.799411
-2.2,138,7582.121161
1.55,194,7611.448159
-2.15,139,7611.765169
-1.55,151,7612.114215
6.95,283,7641.639491
-1.2,158,7642.004671
-2.6,130,7642.301698
-3.0,122,7671.490162
-2.35,135,7671.798134
-2.5,132,7672.103165
-1.6,150,7672.443102
-1.65,149,7701.629257
-1.4,154,7701.98688
-2.75,127,7702.278162
-2.7,128,7731.4566
-1.7,148,7731.794042
1.6,195,7732.24145
-1.25,157,7761.529284
-3.6,110,7761.759533
-0.65,169,7762.118754
-3.4,114,7762.357846
-2.75,127,7791.549473
-1.1,160,7791.89507
2.15,206,7792.326631
-1.95,143,7821.498017
-1.8,146,7821.803031
-2.7,128,7822.077987
-2.45,133,7822.358078
-1.9,144,7851.576116
-3.05,121,7851.829815
-1.2,158,7852.165226
-2.75,127,7852.431597
-2.95,123,7881.561369
-2.2,138,7881.851063
-3.4,114,7882.096964
-3.2,118,7882.342924
1.35,190,7911.727361
-3.4,114,7911.971309
-2.85,125,7912.234328
-2.05,141,7912.527719
-2.0,142,7941.721092
2.4,211,7942.167833
-2.25,137,7942.454828
-1.95,143,7971.67087
-2.25,137,7971.964642
-1.65,149,7972.276302
-2.55,131,8001.473348
-2.4,134,8001.755666
-1.8,146,8002.067248
3.4,231,8031.418311
-2.95,123,8031.676028
2.05,204,8032.110752
-1.95,143,8032.409704
-2.2,138,8061.620702
-1.45,153,8061.947319
-2.4,134,8062.231959
-2.8,126,8091.40465
-1.6,150,8091.716607
-2.5,132,8091.998975
-2.25,137,8092.28711
-3.15,119,8121.463218
1.05,184,8121.848325
-3.5,112,8122.088307
-2.3,136,8122.372332
-1.85,145,8151.544848
-1.05,161,8151.886252
-3.4,114,8152.125807
-2.55,131,8181.25176
-1.55,151,8181.569129
-1.2,158,8181.904931
-2.95,123,8182.162033
-1.35,155,8211.445431
2.0,203,8211.869267
-3.15,119,8212.122935
-3.5,112,8212.355793
-2.15,139,8241.559965
-2.25,137,8241.847015
-1.6,150,8242.166006
-2.7,128,8271.397018
-1.5,152,8271.714507
6.0,264,8272.270764
-3.7,108,8301.504114
-3.4,114,8301.743168
-2.45,133,8302.02554
-2.45,133,8302.304207
-2.3,136,8331.390408
-2.5,132,8331.665342
-3.05,121,8331.92727
-2.1,140,8332.220782
-2.8,126,8361.308329
-1.9,144,8361.608072
1.6,195,8362.023966
-2.3,136,8391.251466
-1.75,147,8391.55904
-2.05,141,8391.856664
-2.05,141,8392.156367
-1.15,159,8421.326785
-3.4,114,8421.564164
-2.35,135,8421.848754
-2.4,134,8422.133617
-3.8,106,8451.281624
-1.35,155,8451.604154
-2.3,136,8451.894776
3.05,224,8481.237434
-1.6,150,8481.551165
-2.25,137,8481.839893
-2.0,142,8482.141782
-2.05,141,8511.402362
-2.65,129,8511.696859
-1.7,148,8512.038458
-1.45,153,8541.352144
-1.9,144,8541.677203
-2.6,130,8541.978588
-2.1,140,8542.297521
-1.65,149,8571.516818
-1.2,158,8571.874823
-1.9,144,8572.207491
-0.8,166,8601.479526
-3.0,122,8601.758026
-2.25,137,8602.077227
-2.3,136,8602.387207
-2.85,125,8631.49707
-3.5,112,8631.753267
-1.85,145,8632.087567
-3.1,120,8632.362453
-2.7,128,8661.459294
-1.5,152,8661.804851
-2.75,127,8662.097697
-2.55,131,8662.395564
-2.45,133,8691.583508
-2.15,139,8691.906052
-2.4,134,8692.210109
-2.7,128,8692.502219
-1.85,145,8721.690671
-2.35,135,8722.005624
-0.95,163,8722.376258
