#{"t_start": 1789919802.7330678, "env_id": "None"}
r,l,t
1.5,193,3678.503212
1.6,195,3678.91366
-0.95,163,3708.169586
-2.85,125,3708.428137
-1.6,150,3708.739803
2.4,211,3738.229558
1.65,196,3738.637985
-1.6,150,3738.953937
2.55,214,3768.969468
1.5,193,3769.370445
4.35,231,3799.136563
1.05,184,3799.519624
-0.85,165,3799.864017
1.35,190,3829.32789
2.35,210,3829.763707
0.9,181,3830.141908
2.85,220,3859.533316
4.4,251,3860.05442
-2.6,130,3889.167129
5.15,247,3889.725315
3.35,230,3890.245148
-2.35,135,3919.40863
1.45,192,3919.844059
-3.6,110,3920.095064
-3.2,118,3949.403324
1.25,188,3949.829947
1.7,197,3950.276317
1.0,183,3979.737753
0.55,174,3980.135055
-1.9,144,3980.46208
0.85,180,4009.714085
2.15,206,4010.180129
5.65,257,4039.614519
-2.85,125,4039.900654
-2.3,136,4040.208122
1.9,201,4040.664649
0.85,180,4069.97155
1.55,194,4070.410945
0.7,177,4099.473447
6.2,268,4100.0789
-5.85,84,4100.267822
-5.95,82,4100.45252
8.95,323,4130.14481
-1.05,161,4130.513161
1.5,193,4160.188222
-1.9,144,4160.523374
-3.25,117,4160.794049
6.3,270,4190.379887
5.5,254,4190.96047
-6.65,68,4191.116656
2.25,208,4220.718708
3.0,223,4221.233038
3.4,231,4250.589053
-2.05,141,4250.910786
1.7,197,4251.3664
2.35,210,4280.843016
9.0,305,4281.484361
-3.2,118,4310.395998
-2.95,123,4310.649142
-2.3,136,4310.929843
3.15,226,4311.400453
-3.7,108,4340.210119
-2.75,127,4340.47418
0.6,175,4340.838787
-2.9,124,4369.750577
6.3,270,4370.303794
2.4,211,4370.735572
1.4,191,4399.909299
1.4,191,4400.306952
-2.45,133,4400.587289
-2.5,132,4430.038908
-2.2,138,4430.32501
2.65,216,4430.775445
-2.75,127,4460.158879
-3.45,113,4460.400915
0.1,165,4460.751317
2.3,209,4490.065243
2.4,211,4490.541631
0.5,173,4490.934
-2.75,127,4520.323509
-2.7,128,4520.613793
-2.95,123,4520.892517
-2.45,133,4521.199468
0.5,173,4550.725344
-2.85,125,4551.009348
0.9,181,4551.426181
3.3,229,4580.82989
0.2,167,4581.213619
3.65,236,4610.581891
1.45,192,4611.021165
-2.55,131,4611.324003
0.05,164,4611.697952
-6.75,66,4640.622049
-6.1,79,4640.7981
-3.8,106,4641.03585
-7.0,61,4641.172137
-2.75,127,4641.462712
1.45,192,4670.258897
2.85,220,4670.746813
5.65,257,4699.776603
-2.8,126,4700.064535
1.6,195,4700.511616
1.1,185,4730.046433
-3.3,116,4730.309309
-3.2,118,4730.578965
2.9,221,4760.516211
-2.4,134,4760.82166
3.5,233,4761.3603
-2.75,127,4761.651111
-2.85,125,4791.03705
1.9,201,4791.501566
-1.8,146,4791.835481
-2.85,125,4821.302519
-7.35,54,4821.425232
-2.15,139,4821.74135
2.3,209,4822.215741
6.35,271,4851.808382
-2.95,123,4852.088041
-1.8,146,4852.418552
7.35,291,4881.960618
-1.55,151,4882.30107
-1.2,158,4911.400161
0.7,177,4911.800834
4.4,251,4940.974953
-0.7,168,4941.356019
-7.35,54,4941.477739
-3.2,118,4941.7424
2.8,219,4970.412139
-7.25,56,4970.536501
-6.05,80,4970.714724
-6.85,64,4970.857262
-3.35,115,4971.115168
-6.85,64,4971.261254
5.85,261,5000.492126
-2.25,137,5000.803247
1.1,185,5001.230337
-2.4,134,5030.897146
1.6,195,5031.346631
-1.95,143,5031.671092
-2.4,134,5061.269547
-1.15,159,5061.632555
4.05,244,5062.189698
7.05,285,5092.152495
7.45,293,5122.351533
-1.1,160,5122.717946
-1.45,153,5123.070779
-2.65,129,5123.367547
0.4,171,5153.082647
0.7,177,5153.487311
1.6,195,5153.930583
-2.6,130,5183.087847
1.35,190,5183.516789
1.9,201,5213.227581
-3.45,113,5213.488188
0.95,182,5213.908949
-0.9,164,5214.287285
2.15,206,5244.082505
-3.1,120,5244.357047
-1.15,159,5244.720379
1.6,195,5274.416777
0.75,178,5274.821143
-2.3,136,5275.131033
1.05,184,5304.828971
2.9,221,5305.337238
1.2,187,5334.885135
2.25,208,5335.355348
4.1,226,5335.865882
-2.9,124,5365.410259
-3.15,119,5365.681015
2.4,211,5366.164046
-2.15,139,5395.651853
-2.95,123,5395.934417
2.3,209,5396.41958
1.75,198,5426.267612
1.45,192,5426.672102
1.2,187,5427.063854
2.3,209,5456.811835
0.35,170,5457.162974
-1.2,158,5457.490933
1.5,193,5487.032628
-1.85,145,5487.335162
-1.9,144,5487.635065
1.6,195,5517.156752
-2.55,131,5517.430153
5.6,256,5517.96558
-3.35,115,5547.245316
-1.3,156,5547.567298
-6.8,65,5547.701597
-2.8,126,5547.963005
2.3,209,5577.155187
-2.3,136,5577.436096
-2.25,137,5577.719477
3.3,229,5606.904939
-1.5,152,5607.214207
2.15,206,5607.632957
0.8,179,5636.092614
-2.9,124,5636.348168
-2.45,133,5636.617453
-0.6,170,5665.943669
-2.2,138,5666.242599
-1.7,148,5666.558842
2.15,206,5696.21297
-3.1,120,5696.463742
-2.45,133,5696.74328
1.35,190,5697.139906
3.7,237,5727.398039
-1.9,144,5727.700202
-2.4,134,5727.981169
1.55,194,5757.382243
1.1,185,5757.76563
1.55,194,5787.374002
-1.95,143,5787.675935
1.8,199,5788.103657
1.2,187,5817.166675
1.6,195,5817.562075
0.9,181,5817.934908
-2.75,127,5846.3983
5.05,245,5846.894624
-2.0,142,5847.181374
0.35,170,5875.678955
-3.65,109,5875.900925
-2.8,126,5876.155775
2.0,203,5904.070427
-0.85,165,5904.396361
-2.05,141,5904.672632
-1.9,144,5904.955721
2.35,210,5932.760463
-3.3,116,5932.996383
5.4,252,5962.0952
-1.3,156,5962.420434
-1.05,161,5962.758847
-3.05,121,5963.013208
1.95,202,5992.324138
1.35,190,5992.713219
-2.65,129,5992.97817
9.4,313,6022.526842
1.95,202,6022.952191
1.2,187,6052.556687
0.95,182,6052.935742
0.05,164,6053.277823
-2.4,134,6082.530311
-3.0,122,6082.783637
3.4,231,6083.266301
1.1,185,6112.617682
-3.05,121,6112.868886
2.2,207,6113.29957
-1.95,143,6142.603582
-2.05,141,6142.895757
-2.0,142,6143.190047
-1.25,157,6172.153344
-1.55,151,6172.462858
3.05,224,6172.92483
0.65,176,6201.888405
-3.1,120,6202.135391
-0.55,171,6202.487881
8.2,308,6231.724908
-2.95,123,6231.97967
-1.4,154,6232.295688
0.95,182,6261.314811
2.55,214,6261.7545
3.1,225,6290.736935
1.15,186,6291.123931
-6.2,77,6291.288233
-1.95,143,6291.586074
-6.65,68,6291.727318
1.65,196,6321.537452
-1.45,153,6321.859171
10.6,337,6351.846459
-2.15,139,6352.134839
-1.65,149,6352.441417
-7.4,53,6352.552017
-1.15,159,6381.778088
-0.8,166,6382.120867
0.85,180,6382.491856
-2.5,132,6411.754779
1.75,198,6412.161151
-2.75,127,6412.420175
0.7,177,6441.585811
2.75,218,6442.036455
3.9,241,6471.25269
-1.7,148,6471.558209
1.7,197,6471.968751
1.7,197,6501.571298
1.25,188,6502.00375
3.2,227,6502.523748
-2.85,125,6531.790904
-3.3,116,6532.052756
3.75,238,6532.586956
-1.7,148,6561.698565
-2.6,130,6561.992634
2.25,208,6562.458976
-2.05,141,6591.326017
-3.25,117,6591.590568
-2.2,138,6591.902091
-2.95,123,6592.178383
-2.7,128,6620.883368
-3.2,118,6621.145739
1.45,192,6621.575301
9.05,306,6651.08306
-0.95,163,6651.460506
-2.65,129,6651.757237
-1.6,150,6680.999091
-2.7,128,6681.29444
4.15,246,6681.854651
1.15,186,6711.610617
-2.05,141,6711.932228
-7.15,58,6712.064466
-7.35,54,6712.186861
-7.3,55,6712.312683
-2.2,138,6741.885827
-1.85,145,6742.214674
2.2,207,6742.682636
7.25,289,6772.262585
-3.0,122,6772.538004
-6.2,77,6772.711865
-7.0,61,6772.849443
-2.45,133,6802.125413
2.2,207,6802.592821
5.9,262,6832.202372
-3.3,116,6832.46492
-2.45,133,6832.765671
-3.5,112,6833.019679
1.85,200,6862.445255
-2.8,126,6862.72772
-2.4,134,6863.029905
9.7,319,6892.504266
1.35,190,6892.93489
4.6,236,6922.896783
-3.0,122,6923.176039
2.35,210,6923.651191
-2.45,133,6953.262042
11.75,360,6954.07721
3.35,230,6983.470833
1.2,187,6983.896336
1.9,201,6984.354777
3.95,242,7013.734078
2.15,206,7014.190674
2.35,210,7042.757795
-6.05,80,7042.937362
2.2,207,7043.399797
-2.85,125,7071.751036
2.4,211,7072.221612
3.55,234,7072.74115
1.75,198,7101.270614
-2.15,139,7101.580495
0.85,180,7101.982244
-2.2,138,7130.602797
-0.05,162,7130.931773
-2.05,141,7131.221705
-2.45,133,7159.762697
-3.25,117,7160.000166
1.0,183,7160.377407
-2.7,128,7160.634949
-1.45,153,7189.116765
-2.15,139,7189.398057
-0.5,172,7189.743095
3.0,223,7218.358417
0.55,174,7218.71249
-1.9,144,7219.00461
-3.65,109,7247.771913
-3.2,118,7248.019583
0.95,182,7248.396062
-3.55,111,7248.627389
-1.9,144,7278.184987
-2.35,135,7278.512082
-3.45,113,7278.771885
1.45,192,7279.21555
-3.6,110,7308.370556
6.45,273,7308.999866
1.05,184,7337.897096
-1.1,160,7338.242372
-0.7,168,7338.605092
-3.0,122,7338.869646
1.55,194,7366.640915
-2.65,129,7366.931145
-3.0,122,7367.203989
-1.1,160,7396.0369
1.05,184,7396.42066
-3.05,121,7396.667339
-2.65,129,7396.952766
-1.7,148,7425.781222
0.95,182,7426.155505
-1.0,162,7426.495154
-1.9,144,7456.109539
-2.25,137,7456.415867
1.95,202,7456.844645
-3.6,110,7486.737141
-2.5,132,7487.02216
-6.8,65,7487.16174
1.9,201,7487.587808
3.0,223,7517.510779
-1.5,152,7517.825942
4.85,241,7547.413862
-6.55,70,7547.559423
-3.4,114,7547.801151
1.2,187,7548.192547
2.9,221,7577.874525
-2.8,126,7578.156263
1.45,192,7578.577281
-3.65,109,7608.262263
-2.4,134,7608.54205
-1.9,144,7608.849825
-2.45,133,7609.125865
-2.05,141,7638.539542
-3.6,110,7638.792168
-1.3,156,7639.147318
-2.5,132,7639.447369
-2.7,128,7668.693617
-2.35,135,7669.00074
-2.75,127,7669.288074
-1.4,154,7698.797926
-1.85,145,7699.127879
-3.5,112,7699.380597
-3.45,113,7699.635975
-3.0,122,7699.911968
1.3,189,7730.493217
-2.5,132,7730.805844
-2.05,141,7731.131263
-2.6,130,7761.016999
-2.2,138,7761.337704
-3.0,122,7761.619065
2.65,216,7791.417243
-1.95,143,7791.747301
-3.0,122,7792.024796
-2.65,129,7792.316815
-2.9,124,7821.872711
-2.85,125,7822.158701
-1.7,148,7822.494951
-3.0,122,7822.771882
-3.0,122,7851.962489
-2.05,141,7852.283716
-3.7,108,7852.527704
2.7,217,7853.022742
-1.0,162,7882.567881
-1.8,146,7882.900557
-3.2,118,7883.168609
-3.0,122,7912.567649
-3.0,122,7912.847291
-2.95,123,7913.128052
-2.85,125,7913.413757
-2.2,138,7942.586769
-3.65,109,7942.811596
-1.75,147,7943.114906
-1.2,158,7943.439584
-1.3,156,7972.678361
-1.9,144,7972.981987
-1.4,154,7973.305818
-2.3,136,8003.132312
-2.3,136,8003.453137
-3.05,121,8003.74678
-2.35,135,8004.064564
-1.25,157,8033.559634
-2.65,129,8033.852826
-3.5,112,8034.105241
-3.15,119,8034.374732
-3.7,108,8034.61851
-1.55,151,8063.897825
-0.9,164,8064.269744
-2.15,139,8064.583256
-2.45,133,8093.822958
-1.45,153,8094.170097
-2.0,142,8094.491554
-2.05,141,8094.811658
-1.55,151,8124.364557
-1.75,147,8124.696745
-1.3,156,8125.051017
-2.5,132,8154.378596
-2.65,129,8154.669127
-2.4,134,8154.974633
-3.7,108,8155.219304
-3.45,113,8184.133096
-1.2,158,8184.488018
-1.35,155,8184.837623
-2.1,140,8185.152572
-2.1,140,8213.679922
-2.55,131,8213.972091
-2.25,137,8214.277228
-2.9,124,8243.429695
-2.1,140,8243.722839
-1.8,146,8244.028915
-1.8,146,8244.331323
-2.7,128,8273.871758
-1.2,158,8274.198785
-2.75,127,8274.461073
-2.1,140,8274.750307
-2.25,137,8304.03012
-3.35,115,8304.268067
-2.15,139,8304.55675
-3.3,116,8304.798104
-2.9,124,8334.17076
2.85,220,8334.625444
-1.6,150,8334.937156
-3.2,118,8363.873724
-1.95,143,8364.172251
1.1,185,8364.553725
-2.95,123,8364.80699
-2.1,140,8394.245267
-2.2,138,8394.52958
-2.3,136,8394.81052
-3.5,112,8424.544498
-3.15,119,8424.793404
-1.4,154,8425.114638
-3.45,113,8425.350292
-2.75,127,8454.746772
-2.4,134,8455.028178
1.6,195,8455.436043
-3.05,121,8455.688171
-2.25,137,8484.977847
-3.4,114,8485.214207
-3.15,119,8485.460128
-3.1,120,8485.707867
-3.1,120,8514.824144
-3.2,118,8515.066022
-2.5,132,8515.3351
-3.4,114,8515.56738
-2.85,125,8543.879513
1.2,187,8544.257916
-2.15,139,8544.538097
-2.45,133,8544.807546
-2.85,125,8572.649219
-2.5,132,8572.904687
2.5,213,8573.31655
1.4,191,8600.563266
-2.85,125,8600.814778
-1.4,154,8601.127405
-2.35,135,8629.861123
1.5,193,8630.253486
2.1,205,8630.667851
1.8,199,8659.278727
-1.45,153,8659.587069
-3.15,119,8659.827581
-2.4,134,8688.371093
-2.7,128,8688.632775
-2.6,130,8688.897288
-2.7,128,8689.156441
-2.2,138,8717.953451
-2.55,131,8718.230611
-1.85,145,8718.537277
-0.7,168,8718.888599
-2.65,129,8748.691793
-3.6,110,8748.92031
-2.95,123,8749.177374
-3.55,111,8749.409597
-1.7,148,8779.066784
-2.6,130,8779.342138
-2.45,133,8779.62299
-3.3,116,8779.868027
