#{"t_start": 1789919808.8319457, "env_id": "None"}
r,l,t
-7.25,56,5514.338712
-1.9,144,5514.606765
2.35,210,5543.43261
1.65,196,5543.797308
-1.75,147,5544.069515
0.8,179,5572.554268
5.45,253,5573.028219
-2.3,136,5573.283497
-1.8,146,5601.484478
-3.05,121,5601.713266
2.05,204,5602.104434
-1.8,146,5630.791691
-3.3,116,5631.011863
-0.55,171,5631.340532
-3.3,116,5631.562702
2.0,203,5660.628581
-1.95,143,5660.900184
-1.15,159,5661.200623
0.8,179,5689.720389
-1.75,147,5690.003834
-2.4,134,5690.259353
-2.3,136,5719.154943
-2.05,141,5719.42709
-2.0,142,5719.699842
-2.25,137,5719.964266
-2.55,131,5748.936858
-2.2,138,5749.201998
-3.4,114,5749.420245
-2.4,134,5749.677046
-2.0,142,5779.291911
-2.3,136,5779.551738
-1.65,149,5779.837638
-1.15,159,5808.621871
-1.8,146,5808.901067
-1.7,148,5809.183232
-0.75,167,5809.502507
-2.55,131,5838.10977
-2.15,139,5838.376372
-2.45,133,5838.630243
-2.15,139,5838.897122
-2.75,127,5866.692611
-2.85,125,5866.932329
-2.1,140,5867.195984
-3.55,111,5867.404842
-2.05,141,5895.490392
-1.8,146,5895.767763
-2.5,132,5896.023459
-2.8,126,5924.652822
-2.35,135,5924.908978
-3.5,112,5925.12102
0.9,181,5925.464321
-1.2,158,5954.069965
-2.45,133,5954.3191
1.95,202,5954.697069
-1.05,161,5983.04637
-3.0,122,5983.275172
-3.4,114,5983.488331
-1.05,161,5983.790319
-1.4,154,6012.322979
-3.2,118,6012.545824
-3.3,116,6012.765049
-3.1,120,6012.98942
-2.2,138,6041.167302
-1.45,153,6041.453466
-3.55,111,6041.661733
-2.85,125,6041.895749
-1.2,158,6069.908265
-0.65,169,6070.222574
-2.05,141,6070.486054
-3.15,119,6098.856492
1.7,197,6099.225227
-2.9,124,6099.456158
-3.2,118,6099.67738
0.9,181,6128.495235
-1.45,153,6128.787485
-1.6,150,6129.073061
-1.85,145,6158.310311
-2.35,135,6158.568887
-1.75,147,6158.852102
-2.4,134,6159.109058
-2.0,142,6188.336372
-2.2,138,6188.600705
-3.75,107,6188.804826
-3.15,119,6189.032554
-1.8,146,6218.5691
-2.5,132,6218.821772
-1.95,143,6219.095784
-2.6,130,6248.054844
0.7,177,6248.392668
-2.15,139,6248.657618
-1.1,160,6248.961583
-2.5,132,6277.875747
-2.45,133,6278.130592
-3.0,122,6278.364193
-3.05,121,6278.596686
-1.45,153,6308.076746
-1.5,152,6308.37048
1.5,193,6308.743521
-2.4,134,6338.348049
-3.1,120,6338.579959
-2.85,125,6338.819098
-3.0,122,6339.056212
-1.55,151,6367.937035
-1.35,155,6368.226113
-1.2,158,6368.520929
2.0,203,6396.784547
-2.8,126,6397.026764
-2.25,137,6397.282481
-1.6,150,6424.784196
-2.75,127,6425.011446
-2.15,139,6425.260035
-3.3,116,6425.467157
-2.3,136,6452.588204
-3.15,119,6452.79534
-1.9,144,6453.046963
-1.6,150,6453.30845
-2.9,124,6480.312309
-2.4,134,6480.551163
-2.25,137,6480.797875
-0.8,166,6481.09405
-1.05,161,6508.470008
-2.9,124,6508.693583
-2.15,139,6508.944646
-3.0,122,6535.91622
-1.65,149,6536.184446
-3.4,114,6536.389814
-3.05,121,6536.608335
-2.45,133,6563.349458
-2.85,125,6563.569152
-2.95,123,6563.784833
-3.2,118,6563.993416
-3.3,116,6564.19677
-1.85,145,6590.834874
3.05,224,6591.229964
-2.0,142,6591.482093
-3.15,119,6618.432397
-2.2,138,6618.695679
-3.6,110,6618.903253
-1.55,151,6619.189029
-2.3,136,6648.58699
-2.55,131,6648.836654
-2.75,127,6649.08036
-2.9,124,6649.318306
-3.25,117,6678.472525
-2.2,138,6678.735497
-1.6,150,6679.022603
-0.75,167,6707.835367
-2.45,133,6708.090867
-1.95,143,6708.366966
-1.85,145,6708.645949
-2.7,128,6736.86541
-3.4,114,6737.087928
-1.0,162,6737.391931
-1.9,144,6737.662496
-2.5,132,6764.797871
-3.25,117,6765.002705
-2.2,138,6765.244914
0.15,166,6791.536381
-3.45,113,6791.739354
-2.9,124,6791.966277
-3.55,111,6792.160499
-3.25,117,6792.405718
-3.5,112,6818.952546
-3.2,118,6819.174309
-1.5,152,6819.460408
-2.7,128,6819.700885
-2.2,138,6847.131405
-3.35,115,6847.338836
-1.75,147,6847.602451
-1.4,154,6874.507236
-1.8,146,6874.769276
-2.65,129,6875.000921
1.9,201,6875.362673
-2.5,132,6904.159144
-1.85,145,6904.440476
-0.9,164,6904.756782
-0.8,166,6934.252914
-1.9,144,6934.533265
-3.1,120,6934.764409
-2.85,125,6935.002046
-3.4,114,6963.702023
-3.15,119,6963.923812
-2.2,138,6964.180734
-2.3,136,6964.435959
4.7,257,6993.013694
-3.15,119,6993.240295
-2.95,123,6993.474902
-3.15,119,7021.937055
-2.25,137,7022.197123
-2.7,128,7022.439503
0.9,181,7022.779999
-3.1,120,7050.809341
-1.75,147,7051.081769
-3.25,117,7051.299602
-1.65,149,7079.40158
-1.0,162,7079.705772
-1.6,150,7079.989081
-1.7,148,7080.269963
-3.3,116,7109.106983
-2.25,137,7109.368096
-3.6,110,7109.577536
-3.4,114,7109.798685
-1.1,160,7138.532948
-2.85,125,7138.76695
-2.55,131,7139.010564
-0.95,163,7167.433158
-3.4,114,7167.648032
-1.95,143,7167.919293
-2.1,140,7168.182204
-2.45,133,7196.769185
-1.85,145,7197.046908
-2.75,127,7197.289816
-2.8,126,7197.527339
-2.25,137,7226.484304
-1.45,153,7226.774165
-1.35,155,7227.074924
-3.1,120,7227.302497
-2.15,139,7255.942842
-1.1,160,7256.240484
-2.45,133,7256.490966
-1.15,159,7284.827188
-2.9,124,7285.060256
-3.4,114,7285.276953
-3.15,119,7285.500666
-3.05,121,7313.248986
-2.4,134,7313.491709
-3.35,115,7313.698906
-1.45,153,7313.973295
-2.25,137,7340.908482
-2.1,140,7341.152981
-2.85,125,7341.371535
-3.35,115,7341.574254
1.7,197,7368.672863
-1.75,147,7368.941469
-3.0,122,7369.163459
-2.4,134,7369.408779
-3.6,110,7396.168136
-2.75,127,7396.391055
-2.1,140,7396.639602
-1.95,143,7396.898765
-2.8,126,7423.637626
-2.8,126,7423.863504
-2.1,140,7424.115366
-2.2,138,7450.959925
-1.7,148,7451.223941
-1.95,143,7451.48235
-2.1,140,7451.733253
-1.0,162,7479.604522
-3.5,112,7479.818542
-1.9,144,7480.094454
-2.05,141,7480.365383
-2.5,132,7509.247491
2.05,204,7509.638834
-2.3,136,7509.899927
-1.9,144,7538.787601
-2.55,131,7539.038342
-2.85,125,7539.277919
-2.95,123,7539.513886
-0.95,163,7568.597123
-3.0,122,7568.830415
-1.85,145,7569.108014
-1.15,159,7597.937099
-2.4,134,7598.194341
-2.55,131,7598.44507
-2.55,131,7598.695546
-3.65,109,7627.079148
-1.75,147,7627.36221
-2.3,136,7627.623675
-2.2,138,7627.89004
-3.5,112,7656.110595
-2.9,124,7656.34347
-2.05,141,7656.607707
-1.85,145,7656.880789
-2.4,134,7685.138855
-1.8,146,7685.415449
-1.95,143,7685.686614
-2.7,128,7685.929907
-2.25,137,7714.431072
-1.5,152,7714.719729
-2.6,130,7714.965131
-2.85,125,7743.533168
-2.9,124,7743.767313
-2.65,129,7744.010058
-1.8,146,7744.285726
-2.15,139,7772.582996
-1.4,154,7772.869055
2.5,213,7773.264526
-1.1,160,7801.699796
-3.3,116,7801.925238
-1.75,147,7802.209557
1.25,188,7802.570572
-2.55,131,7831.782215
-2.8,126,7832.033007
-1.6,150,7832.321733
-0.9,164,7861.704962
-1.5,152,7862.000922
-2.85,125,7862.240966
-2.95,123,7862.479299
-1.25,157,7891.813458
0.6,175,7892.154781
-3.55,111,7892.368243
-2.15,139,7921.340439
-1.9,144,7921.615139
-1.5,152,7921.904031
-1.9,144,7922.183859
-1.85,145,7951.687447
-2.0,142,7951.965238
-0.75,167,7952.286705
1.75,198,7982.485536
-3.35,115,7982.708415
-3.45,113,7982.925656
-2.8,126,7983.168696
-3.0,122,8012.475547
-0.55,171,8012.801765
-3.1,120,8013.030554
-1.25,157,8013.330241
-1.6,150,8042.662293
-1.2,158,8042.963648
-1.05,161,8043.270654
-2.0,142,8072.274755
-2.45,133,8072.529175
-1.95,143,8072.802226
-2.9,124,8073.039136
-2.1,140,8102.406436
-1.85,145,8102.681741
-2.1,140,8102.946085
-2.7,128,8131.904034
-1.1,160,8132.214861
-1.9,144,8132.49037
-2.85,125,8132.72794
-3.1,120,8161.830739
1.55,194,8162.204797
-3.0,122,8162.439103
-2.05,141,8162.708645
-3.65,109,8191.68833
-1.55,151,8191.973567
-2.3,136,8192.227989
-2.75,127,8192.465855
-1.7,148,8221.027578
-2.1,140,8221.296617
-2.1,140,8221.566071
-2.6,130,8250.791491
-2.95,123,8251.029071
-2.05,141,8251.30279
-1.65,149,8251.589717
-3.35,115,8280.76269
-1.75,147,8281.042753
-3.55,111,8281.257287
-3.4,114,8281.474352
-2.95,123,8310.303605
-1.2,158,8310.613961
-3.4,114,8310.831826
-3.2,118,8311.056269
-2.75,127,8339.745557
-3.4,114,8339.960464
-2.4,134,8340.211657
-2.6,130,8340.457169
2.1,205,8368.667363
-3.3,116,8368.890247
-2.95,123,8369.128667
-2.15,139,8369.399786
-1.2,158,8399.401263
-2.7,128,8399.653248
-1.3,156,8399.953725
-3.05,121,8429.679646
-2.7,128,8429.922991
-2.85,125,8430.161497
-2.45,133,8430.415252
-2.2,138,8459.319835
-2.45,133,8459.573666
-1.65,149,8459.861659
-3.4,114,8460.07754
